movieId,movieTitle,audience,screen,screening,movieRelease,movieGenre,movieNation,movieGrade,movieRuntime,movieScore,peopleVoted,movieDirector,movieActors,moviePlot,movieDirector_tokens,movieActors_tokens,movieTitle_tokens,moviePlot_tokens
260,"아치의 노래, 정태춘","35,312",149,"2,648",2022-05-18,다큐멘터리,한국,전체관람가,113,9.15,26,고영재,"정태춘,박은옥","10대 가수상, 가요 사전심의 철폐운동 그리고 음악시장을 홀연히 떠나기까지 어디서도 들어보지 못한 노랫말과 서정적인 음율로 시대와 함께한 뮤지션 데뷔 40주년, 우리가 몰랐던 정태춘의 음악과 삶을 만나다!",['고영재'],"['정태춘', '박은옥']","['아치', '의', '노래', '정태춘']","['10', '대', '가수', '상', '가요', '사전', '심의', '철폐', '운동', '그리고', '음악', '시장', '을', '홀', '연히', '떠나기까지', '어디', '서도', '들어', '보지', '못', '한', '노랫말', '과', '서정', '적', '인', '음율', '로', '시대', '와', '함께한', '뮤지션', '데뷔', '40', '주년', '우리', '가', '몰랐던', '정태춘', '의', '음악', '과', '삶', '을', '만나다']"
261,뒤틀린 집,"34,886",156,"2,128",2022-07-13,"공포(호러),드라마,스릴러",한국,15세이상관람가,91,4.0,7,강동헌,"서영희,김민재,김보민,조수향,박혁권,오자훈,노하연,경다은,김나은,강길우,박옥출,이도아,정구현,윤상,장지원,이유정,김애라","피치 못할 사정으로 외딴집에 이사 오게 된 가족. 엄마 ‘명혜’는 이사 온 첫 날부터 이 집이 뒤틀렸다고 전하는 이웃집 여자의 경고와 창고에서 들리는 불길한 소리로 인해 밤잠을 설친다. 아빠 ‘현민’은 그런 ‘명혜’를 신경쇠약으로만 여기고, 둘째 딸 ‘희우’는 가족들이 보지 못하는 무언가를 마주하지만 그 사실을 숨긴다. 그러던 어느 날, 알 수 없는 기운에 이끌려 잠겨 있던 창고문을 열고 만 명혜는 무언가에 사로잡힌 듯 다른 사람처럼 행동하기 시작하는데… 뒤틀린 틈에서 시작된 비극이 가족을 집어삼키려 한다!",['강동헌'],"['서영희', '김민재', '김보민', '조수향', '박혁권', '오자훈', '노하연', '경다은', '김나은', '강길우', '박옥출', '이도아', '정구현', '윤상', '장지원', '이유정', '김애라']","['뒤틀린', '집']","['피치', '못', '할', '사정', '으로', '외딴', '집', '에', '이사', '오게', '된', '가족', '엄마', '명혜', '는', '이사', '온', '첫', '날', '부터', '이', '집', '이', '뒤틀렸다고', '전하', '는', '이웃집', '여자', '의', '경고', '와', '창고', '에서', '들리는', '불길한', '소리', '로', '인해', '밤잠', '을', '설친다', '아빠', '현', '민', '은', '그런', '명혜', '를', '신', '경', '쇠약', '으로만', '여기', '고', '둘째', '딸', '희우는', '가족', '들', '이', '보지', '못', '하는', '무언가', '를', '마주', '하지만', '그', '사실', '을', '숨긴다', '그러던', '어느', '날', '알', '수', '없는', '기운', '에', '이끌려', '잠겨', '있던', '창고', '문', '을', '열고', '만', '명혜', '는', '무언가', '에', '사로잡힌', '듯', '다른', '사람', '처럼', '행동', '하기', '시작', '하는데', '뒤틀린', '틈', '에서', '시작', '된', '비극', '이', '가족', '을', '집어', '삼키려', '한다']"
262,봄날,"34,236",455,"5,615",2022-04-27,"드라마,액션",한국,15세이상관람가,102,7.26,80,이돈구,"손현주,박혁권,손숙,정석용,박소진,정지환,이지훈,허정도,김기정,서광재,이병길,정애화,김성대,박성남,이정수,김종호,김한나,류효정,김성준,오수민,박상아,우상기,이수광,현오봉,최윤빈,남기쁨,최정태,박성인,김만호,김동욱,이상묵,이동규,정창원,안성민,유동훈,이우룡,정연신,신준호,류경현,김정원,이진호,고훈목,백승우,이은석,김영노,고기혁,홍은정,김희성,현봉식","한때는 잘나가던 큰형님 '호성'(손현주). 8년 만에 출소해 보니 남보다 못한 동생 '종성'(박혁권)은 애물단지 취급이고, 결혼을 앞둔 맏딸 '은옥'(박소진)과 오랜만에 만난 아들 '동혁'(정지환)은 '호성'이 부끄럽기만 하다. 아는 인맥 다 끌어 모은 아버지 장례식에서 부조금을 밑천삼아 기상천외한 비즈니스를 계획하며 제2의 전성기를 꿈꾸는데… 그런데…! 하필이면 세력 다툼을 하는 두 조직이 이곳에 함께 있는 것이 아닌가! 때마침 눈치라고는 1도 없는 '호성'의 친구 '양희'(정석용)가 술에 취해 오지랖을 부리는데... 일촉즉발! 수습불가! 과연 X버릇 남 못 준 '호성'에게 봄날이 찾아올까?",['이돈구'],"['손현주', '박혁권', '손숙', '정석용', '박소진', '정지환', '이지훈', '허정도', '김기정', '서광재', '이병길', '정애화', '김성대', '박성남', '이정수', '김종호', '김한나', '류효정', '김성준', '오수민', '박상아', '우상기', '이수광', '현오봉', '최윤빈', '남기쁨', '최정태', '박성인', '김만호', '김동욱', '이상묵', '이동규', '정창원', '안성민', '유동훈', '이우룡', '정연신', '신준호', '류경현', '김정원', '이진호', '고훈목', '백승우', '이은석', '김영노', '고기혁', '홍은정', '김희성', '현봉식']",['봄날'],"['한', '때', '는', '잘나가던', '큰', '형님', '호성', '손현주', '8년', '만에', '출소', '해', '보니', '남', '보다', '못', '한', '동생', '종성', '박혁권', '은', '애물', '단지', '취급', '이고', '결혼', '을', '앞둔', '맏딸', '은옥', '박소진', '과', '오랜', '만', '에', '만난', '아들', '동', '혁', '정지', '환', '은', '호성', '이', '부끄럽기만', '하다', '아는', '인맥', '다', '끌어', '모은', '아버지', '장례식', '에서', '부조', '금', '을', '밑천', '삼아', '기상', '천', '외한', '비즈니스', '를', '계획', '하며', '제', '2', '의', '전성기', '를', '꿈꾸는데', '그런데', '하필', '이면', '세력', '다툼', '을', '하는', '두', '조직', '이', '이', '곳', '에', '함께', '있는', '것', '이', '아닌가', '때마침', '눈치', '라고는', '1', '도', '없는', '호성', '의', '친구', '양', '희', '정석용', '가', '술', '에', '취해', '오지랖', '을', '부리는데', '일촉즉발', '수습', '불가', '과연', 'X', '버릇', '남', '못', '준', '호성', '에게', '봄날', '이', '찾아올까']"
263,극장판 우당탕탕 은하안전단: 진정한 용기!,"33,981",261,"2,486",2023-11-30,애니메이션,한국,전체관람가,64,8.5,8,정지훈,"김은아,엄상현,이지현,이민규,전태열,정영웅,신용우,남도형,한만중,홍소영","진정한 용기를 찾아 나선 최고 겁쟁이 ‘철수’와 ‘쿠왕’의 우당탕탕 모험이 시작된다! 우주의 안전과 평화를 지키는 은하안전단의 대장 ‘철수’는 1등급 문어 괴물과 싸우다 잔뜩 겁을 먹고 우주선으로 도망친다. 한편, 저녁에 본 고양이 괴물이 무서워 잠들지 못하는 박살행성의 ‘쿠왕’. 두려움에 엉엉 운 ‘쿠왕’의 모습이 아침 신문 기사로 실리는 바람에 박살행성의 최고 겁쟁이로 낙인찍히고, ‘철수’와 ‘쿠왕’은 겁쟁이에서 탈출하고자 용감한 선장 ‘가르고리’에게 지도를 얻어 ‘용기의 가루’를 찾아 나선다. 그때, 호시탐탐 ‘쿠왕’의 자리를 노리던 ‘콩트 백작’이 메가 콩알 로봇을 앞세워 박살행성을 위기에 빠트리는데…",['정지훈'],"['김은아', '엄상현', '이지현', '이민규', '전태열', '정영웅', '신용우', '남도형', '한만중', '홍소영']","['극장판', '우당탕', '탕', '은하', '안전', '단', '진정한', '용기']","['진정한', '용기', '를', '찾아', '나선', '최고', '겁쟁이', '철수', '와', '쿠왕', '의', '우당탕', '탕', '모험', '이', '시작', '된다', '우주', '의', '안전', '과', '평화', '를', '지키는', '은하', '안전', '단', '의', '대장', '철수', '는', '1등', '급', '문어', '괴물', '과', '싸우다', '잔뜩', '겁', '을', '먹고', '우주선', '으로', '도망친다', '한편', '저녁', '에', '본', '고양이', '괴물', '이', '무서워', '잠들지', '못', '하는', '박살', '행성', '의', '쿠왕', '두려움', '에', '엉엉', '운', '쿠왕', '의', '모습', '이', '아침', '신문', '기사', '로', '실리는', '바람', '에', '박살', '행성', '의', '최고', '겁쟁이', '로', '낙인찍히고', '철수', '와', '쿠왕', '은', '겁쟁이', '에서', '탈출', '하고자', '용감한', '선장', '가르', '고리', '에게', '지도', '를', '얻어', '용기', '의', '가루', '를', '찾아', '나선다', '그때', '호시탐탐', '쿠왕', '의', '자리', '를', '노리던', '콩트', '백작', '이', '메', '가', '콩알', '로봇', '을', '앞세워', '박살', '행성', '을', '위기', '에', '빠', '트리', '는', '데']"
264,스페이스 키드: 우주에서 살아남기,"33,966",290,"1,683",2022-12-07,"애니메이션,어드벤처",프랑스,전체관람가,90,8.9,29,에릭 토스티,알수없음,"평화로운 우주 여행을 마치고 지구로 돌아가던 ‘윌리’는 소행성 충돌로 미지의 행성에 불시착한다. 호기심 많은 '윌리'는 구조대가 올 때까지 만능 로봇 ‘버크’와 사랑스러운 새 친구 ‘플래시’와 함께 신나는 탐험을 시작하는데… 과연, ‘윌리’와 친구들은 생존 미션에 성공해 가족들을 다시 만날 수 있을까?",['에릭 토스티'],[],"['스페이스', '키드', '우주', '에서', '살아남기']","['평화로운', '우주', '여행', '을', '마치', '고', '지구', '로', '돌아가던', '윌리', '는', '소행성', '충돌', '로', '미지', '의', '행성', '에', '불시', '착한다', '호기심', '많은', '윌리', '는', '구조대', '가', '올', '때', '까지', '만능', '로봇', '버크', '와', '사랑스러운', '새', '친구', '플래시', '와', '함께', '신나는', '탐험', '을', '시작', '하는데', '과연', '윌리', '와', '친구', '들', '은', '생존', '미션', '에', '성공해', '가족', '들', '을', '다시', '만날', '수', '있을까']"
265,똑똑똑,"33,771",472,"6,259",2023-03-08,"미스터리,스릴러",미국,15세이상관람가,100,6.06,429,M. 나이트 샤말란,"데이브 바티스타,조나단 그로프,루퍼트 그린트","휴가를 떠난 한 가족은 별장에 무단침입한 낯선 방문자들과 대치하게 된다. ‘레너드’(데이브 바티스타)와 낯선 방문자들은 세상의 종말을 막으러 왔다며, 가족 중 한 명을 희생시켜야만 인류의 멸망을 막을 수 있다는 잔혹한 선택을 하게 하는데… 가족을 살리면 인류가 멸망하고, 인류를 살리면 가족이 죽는다!",['M. 나이트 샤말란'],"['데이브 바티스타', '조나단 그로프', '루퍼트 그린트']","['똑똑', '똑']","['휴가', '를', '떠난', '한', '가족', '은', '별장', '에', '무단', '침입', '한', '낯선', '방문자', '들', '과', '대치', '하게', '된다', '레너드', '데이브', '바티스타', '와', '낯선', '방문자', '들', '은', '세상', '의', '종말', '을', '막으러', '왔다며', '가족', '중', '한', '명', '을', '희생', '시켜야만', '인류', '의', '멸망', '을', '막', '을', '수', '있다는', '잔혹한', '선택', '을', '하게', '하는데', '가족', '을', '살리면', '인류', '가', '멸망하고', '인류', '를', '살리면', '가족', '이', '죽는다']"
266,몬스터 하우스2: 인비져블 피닉스,"33,671",357,"3,069",2023-02-02,"애니메이션,판타지,어드벤처",러시아,전체관람가,85,7.7,20,데니스 체르노프,석승훈,"사람에게는 보이지 않지만 집을 돌보고 유지하는 집 요정 ‘핀’ 열심히 집을 지키는 핀들과 다르게 아웃사이더인 ‘피닉’은 사람들을 싫어한다. 사람은 그저 시끄럽고 자신을 괴롭히는 존재일 뿐! 이사 오는 모든 사람들을 괴롭히며 내쫓기 바쁜 ‘피닉’의 집에 범상치 않은 소녀 ‘크리스틴’ 가족이 이사를 오게 되고 설상가상으로 ‘크리스틴’에게 정체까지 들켜버린다. 한편, 마을에 미스터리한 소동이 일어나 평화가 깨져버리고 뜻하지 않은 위험에 처한 ‘핀’과 ‘크리스틴’! 과연 마을을 덮친 ‘그것’의 정체를 밝히고 집을 지켜낼 수 있을까?",['데니스 체르노프'],['석승훈'],"['몬스터', '하우스', '2', '인비져블', '피닉스']","['사람', '에게는', '보이지', '않지만', '집', '을', '돌보고', '유지', '하는', '집', '요정', '핀', '열심히', '집', '을', '지키는', '핀', '들', '과', '다르게', '아웃사이더', '인', '피닉', '은', '사람', '들', '을', '싫어한다', '사람', '은', '그저', '시끄럽고', '자신', '을', '괴롭히는', '존재', '일', '뿐', '이사', '오는', '모든', '사람', '들', '을', '괴롭히며', '내쫓기', '바쁜', '피닉', '의', '집', '에', '범', '상치', '않은', '소녀', '크리스틴', '가족', '이', '이사', '를', '오게', '되고', '설상가상', '으로', '크리스틴', '에게', '정체', '까지', '들켜', '버린다', '한편', '마을', '에', '미스터리', '한', '소동', '이', '일어나', '평화', '가', '깨져', '버리고', '뜻', '하지', '않은', '위험', '에', '처', '한', '핀', '과', '크리스틴', '과연', '마을', '을', '덮', '친', '그것', '의', '정체', '를', '밝히고', '집', '을', '지켜', '낼', '수', '있을까']"
267,몬스터 신부: 101번째 프로포즈,"33,428",226,"2,193",2022-12-28,"애니메이션,코미디,판타지,어드벤처",헝가리,전체관람가,76,6.82,11,로만 아르테미예프,"황창영,박시윤,최정현","300년동안 전세계 공주 100명에게 프로포즈 하지만 모두 거절당해 실의에 빠진 몬스터 백작, 드라이본. 일주일 내로 신붓감을 찾지 못하면 끔찍한 지옥의 마녀 ‘마라’와 결혼해야만 한다. 게다가 자신의 영원한 생명이 담긴 마법 바늘마저 도둑맞아 영혼이 사라질 위기에 처한다. 드라이본은 좁쌀 왕국 렌틸왕의 음모로 바늘을 되찾기 위해 겁나큰 왕국의 바바라공주를 납치하지만 공주를 본 순간 한눈에 사랑에 빠지는데… 과연 몬스터 백작은 무사히 마법 바늘을 되찾고 101번째 프로포즈에 성공할 수 있을까? 사랑이냐? 영원한 생명이냐? 그것이 문제로다! 몬스터 백작, 극한의 코믹 웨딩 어드벤처가 시작된다!",['로만 아르테미예프'],"['황창영', '박시윤', '최정현']","['몬스터', '신부', '101', '번째', '프로포즈']","['300년', '동안', '전세계', '공주', '100', '명', '에게', '프로포즈', '하지만', '모두', '거절', '당해', '실의', '에', '빠진', '몬스터', '백작', '드라이', '본', '일주일', '내', '로', '신', '붓감', '을', '찾지', '못', '하면', '끔찍한', '지옥', '의', '마녀', '마라와', '결혼', '해야만', '한다', '게다가', '자신', '의', '영원한', '생명', '이', '담긴', '마법', '바늘', '마저', '도둑', '맞아', '영혼', '이', '사라질', '위기', '에', '처', '한다', '드라이', '본은', '좁쌀', '왕국', '렌틸왕', '의', '음모', '로', '바늘', '을', '되찾기', '위해', '겁나', '큰', '왕국', '의', '바바라', '공주', '를', '납치', '하', '지만', '공주', '를', '본', '순간', '한눈', '에', '사랑', '에', '빠지는데', '과연', '몬스터', '백작', '은', '무사히', '마법', '바늘', '을', '되찾고', '101', '번째', '프로포즈', '에', '성공할', '수', '있을까', '사랑', '이냐', '영원한', '생명', '이냐', '그것', '이', '문제', '로다', '몬스터', '백작', '극한', '의', '코믹', '웨딩', '어드벤처', '가', '시작', '된다']"
268,아버지의 마음,"33,407",85,999,2023-07-20,다큐멘터리,한국,전체관람가,99,9.45,11,김상철,신애라,"행복하지 않다고 말하는 시대에 살고 있는 우리는 행복한 삶을 추구한다. 하지만 자신의 노력으로 더 나은 미래를 만들 수 없다고 느낄 때, 행복을 박탈당하게 된다. 늪에서 헤어 나오지 못하는 이들을 향해 마음을 주는 사람들. 절망의 늪에서 펼쳐지는 기적의 이야기 71년 전, 굶주림과 추위 속에서 죽어가는 한국전쟁고아를 아버지의 마음으로 바라보며 눈물 훔치던 이가 있었는데 에버렛 스완슨(Everett Swanson, 1913-1965)이었다. 그가 한국전쟁고아를 향한 연민으로 시작하게 된 컴패션 Compassion은 한국인 고아 캐시를 비롯해 10만 명 이상의 한국 어린이에게 기적을 선물했다. 또한 그가 품었던 아버지 마음은 전 세계 아이들을 향해 흘러갔다. 1994년 아버지를 잃은 르완다 소년 메소드와 2020년, 아들을 잃은 한국 아버지 황태환의 이야기 한 사람의 힘으로 세상을 바꾸고 선한 영향력을 끼치는 사랑의 릴레이 그것은 주는 사람, 받는 사람이 함께 성장하는 희망과 감동의 이야기다. 자, 그렇다면 이제부터 우리는 무엇을 해야 할까?",['김상철'],['신애라'],"['아버지', '의', '마음']","['행복하지', '않다고', '말', '하는', '시대', '에', '살', '고', '있는', '우리', '는', '행복한', '삶', '을', '추구', '한', '다', '하지만', '자신', '의', '노력', '으로', '더', '나은', '미래', '를', '만들', '수', '없다고', '느낄', '때', '행복', '을', '박탈', '당하게', '된다', '늪', '에서', '헤어', '나오지', '못', '하는', '이', '들', '을', '향', '해', '마음', '을', '주는', '사람', '들', '절망', '의', '늪', '에서', '펼쳐지는', '기적', '의', '이야기', '71년', '전', '굶주림', '과', '추위', '속', '에서', '죽어가는', '한국', '전쟁', '고아', '를', '아버지', '의', '마음', '으로', '바라보며', '눈물', '훔치던', '이', '가', '있었는데', '에버렛', '스완슨', 'Everett', 'Swanson', '19131965', '이었다', '그', '가', '한국', '전쟁', '고아', '를', '향', '한', '연민', '으로', '시작', '하게', '된', '컴패션', 'Compassion', '은', '한국인', '고아', '캐시', '를', '비롯', '해', '10만', '명', '이상', '의', '한국', '어린이', '에게', '기적', '을', '선물', '했다', '또한', '그', '가', '품었던', '아버지', '마음', '은', '전', '세계', '아이', '들', '을', '향', '해', '흘러갔다', '1994년', '아버지', '를', '잃은', '르완다', '소년', '메', '소드', '와', '2020년', '아들', '을', '잃은', '한국', '아버지', '황태환', '의', '이야기', '한', '사람', '의', '힘', '으로', '세상', '을', '바꾸고', '선한', '영향력', '을', '끼치는', '사랑', '의', '릴레이', '그것', '은', '주는', '사람', '받는', '사람', '이', '함께', '성장하는', '희망', '과', '감동', '의', '이야기', '다', '자', '그렇다면', '이제', '부터', '우리', '는', '무엇', '을', '해야', '할까']"
269,극장판 파워 디지몬 더 비기닝,"33,280",197,"2,787",2023-11-29,애니메이션,일본,12세이상관람가,80,5.2,40,타구치 토모히사,"카타야마 후쿠쥬로,오가타 메구미,에노키 준야","모험의 날로부터 10년이 지난 2012년. 선택받은 아이들과 파트너 디지몬은 변함없는 우정을 지켜왔다. 그러던 어느 날, 도쿄 상공에 나타난 디지몬 알이 전 세계로 메시지를 보낸다. “모두에게 친구를, 세상 모든 사람에게 디지몬을” 전 세계가 주목하는 가운데, ‘산해’와 친구들 앞에 자신이 최초의 선택받은 아이라고 주장하는 ‘루이’가 나타나는데… 선택받은 아이의 탄생의 비밀에는 어린 시절 ‘루이’의 단 하나의 소원이 숨겨져 있었다. 과거와 현재, 그리고 모든 것이 연결될 때, 디지몬 사상 최대의 위기가 찾아온다! 지금, 어른이 된 선택받은 아이들의 새로운 모험의 문이 열린다!",['타구치 토모히사'],"['카타야마 후쿠쥬로', '오가타 메구미', '에노키 준야']","['극장판', '파워', '디지몬', '더', '비기닝']","['모험', '의', '날로', '부터', '10년', '이', '지난', '2012년', '선택', '받은', '아이', '들', '과', '파트너', '디지몬', '은', '변함', '없는', '우정', '을', '지켜', '왔다', '그러던', '어느', '날', '도쿄', '상공', '에', '나타난', '디지몬', '알', '이', '전', '세계', '로', '메시지', '를', '보낸다', '모두', '에게', '친구', '를', '세상', '모든', '사람', '에게', '디지몬', '을', '전', '세계', '가', '주목', '하는', '가운데', '산', '해와', '친구', '들', '앞', '에', '자신', '이', '최초', '의', '선택', '받은', '아이', '라고', '주장', '하는', '루이', '가', '나타나는데', '선택', '받은', '아이', '의', '탄생', '의', '비밀', '에는', '어린', '시절', '루이', '의', '단', '하나', '의', '소원', '이', '숨겨져', '있었다', '과거', '와', '현재', '그리고', '모든', '것', '이', '연결', '될', '때', '디지몬', '사상', '최대', '의', '위기', '가', '찾아온다', '지금', '어른', '이', '된', '선택', '받은', '아이', '들', '의', '새로운', '모험', '의', '문', '이', '열', '린다']"
270,스파이더맨: 노 웨이 홈 '펀버전',"33,071",347,"5,115",2022-10-05,"액션,어드벤처,SF",미국,12세이상관람가,156,8.88,144,존 왓츠,"톰 홀랜드,젠데이아 콜먼,베네딕트 컴버배치,제이콥 배덜런,존 파브로,마리사 토메이",‘미스테리오’의 계략으로 세상에 정체가 탄로난 스파이더맨 ‘피터 파커’는 하루 아침에 평범한 일상을 잃게 된다. 문제를 해결하기 위해 ‘닥터 스트레인지’를 찾아가 도움을 청하지만 뜻하지 않게 멀티버스가 열리면서 각기 다른 차원의 불청객들이 나타난다. ‘닥터 옥토퍼스’를 비롯해 스파이더맨에게 깊은 원한을 가진 숙적들의 강력한 공격에 ‘피터 파커’는 사상 최악의 위기를 맞게 되는데…,['존 왓츠'],"['톰 홀랜드', '젠데이아 콜먼', '베네딕트 컴버배치', '제이콥 배덜런', '존 파브로', '마리사 토메이']","['스파이더맨', '노', '웨이', '홈', '펀', '버전']","['미스테리', '오', '의', '계략', '으로', '세상', '에', '정체', '가', '탄로', '난', '스파이더맨', '피터', '파커', '는', '하루', '아침', '에', '평범한', '일상', '을', '잃게', '된다', '문제', '를', '해결', '하기', '위해', '닥터', '스', '트레인', '지를', '찾아가', '도움', '을', '청', '하지만', '뜻', '하지', '않게', '멀티버스', '가', '열리면서', '각기', '다른', '차원', '의', '불청객', '들', '이', '나타난다', '닥터', '옥토', '퍼스', '를', '비롯', '해', '스파이더맨', '에게', '깊은', '원한', '을', '가진', '숙적', '들', '의', '강력한', '공격', '에', '피터', '파커', '는', '사상', '최악', '의', '위기', '를', '맞게', '되는데']"
271,썸머 필름을 타고!,"33,011",65,"2,408",2022-07-20,기타,일본,전체관람가,98,7.61,396,마츠모토 소우시,"이토 마리카,카네코 다이치,카와이 유미,이노리 키라라","시대극 찐팬으로 영화 감독을 꿈꾸는 고교생 ‘맨발’. 영화 동아리에서 자신이 기획한 <무사의 청춘>이 탈락되자 직접 영화를 만들기 위해 절친 ‘킥보드’, ‘블루 하와이’와 드림팀을 결성한다. 우연히 극장에서 만난 미래에서 온 의문의 소년 ‘린타로’를 주인공으로 전격 캐스팅한 ‘맨발’은 꿈에 그리던 촬영을 시작하지만 예상치 못한 문제가 터지는데… 영화도, 꿈도, 사랑도 Ready Action! 최고의 청춘+로맨스x시대극÷SF 걸작이 온다!",['마츠모토 소우시'],"['이토 마리카', '카네코 다이치', '카와이 유미', '이노리 키라라']","['썸머', '필름', '을', '타고']","['시대극', '찐', '팬', '으로', '영화', '감독', '을', '꿈꾸는', '고교생', '맨발', '영화', '동아리', '에서', '자신', '이', '기획', '한', '무사', '의', '청춘', '이', '탈락', '되자', '직접', '영화', '를', '만들기', '위해', '절친', '킥', '보드', '블루', '하와이', '와', '드림팀', '을', '결성', '한다', '우연히', '극장', '에서', '만난', '미래', '에서', '온', '의문', '의', '소년', '린타로', '를', '주인공', '으로', '전격', '캐스팅', '한', '맨발', '은', '꿈', '에', '그리던', '촬영', '을', '시작', '하', '지만', '예', '상치', '못', '한', '문제', '가', '터지는데', '영화', '도', '꿈', '도', '사랑', '도', 'Ready', 'Action', '최고', '의', '청춘', '로맨스', 'x', '시대극', 'SF', '걸작', '이', '온다']"
272,네가 떨어뜨린 푸른 하늘,"32,116",449,"5,370",2023-02-08,"멜로/로맨스,SF",일본,12세이상관람가,93,5.98,45,사이토 유키,"후쿠모토 리코,이타가키 미즈키","푸른 하늘 아래 매월 1일마다 영화를 보기로 약속한 ‘미유’와 ‘슈야’. 하지만 ‘슈야’의 변심에 약속은 깨지고 만다. 충격에 빠진 ‘미유’ 앞에 다시 나타난 ‘슈야’, 그 순간, 트럭이 돌진하고 ‘슈야’는 ‘미유’를 감싼 채 교통사고를 당한다. “딱 하루만 시간을 돌려주세요!” 눈을 뜬 ‘미유’ 어제와 같은 하루가 반복된다는 사실을 깨닫는데… ‘슈야’를 구할 수 있는 마지막 기회! 미래를 바꿔야 한다!",['사이토 유키'],"['후쿠모토 리코', '이타가키 미즈키']","['네', '가', '떨어뜨린', '푸른', '하늘']","['푸른', '하늘', '아래', '매월', '1일', '마다', '영화', '를', '보기', '로', '약속', '한', '미', '유', '와', '슈야', '하지만', '슈야', '의', '변심', '에', '약속', '은', '깨지고', '만다', '충격', '에', '빠진', '미', '유', '앞', '에', '다시', '나타난', '슈야', '그', '순간', '트럭', '이', '돌진', '하고', '슈야', '는', '미', '유', '를', '감싼', '채', '교통사고', '를', '당한다', '딱', '하루', '만', '시간', '을', '돌려주세요', '눈', '을', '뜬', '미', '유', '어제', '와', '같은', '하루', '가', '반복', '된다는', '사실', '을', '깨닫는데', '슈야', '를', '구', '할', '수', '있는', '마지막', '기회', '미래', '를', '바꿔야', '한다']"
273,더 메뉴,"32,109",177,"3,951",2022-12-07,스릴러,미국,15세이상관람가,107,7.72,215,마크 미로드,"랄프 파인즈,안야 테일러 조이,니콜라스 홀트,자넷 맥티어,주디스 라이트,존 레귀자모","외딴 섬에 위치한 고급 레스토랑 디너 180만원, 단 12명에만 주어지는 특별한 초대에 참석하게 된 커플, ‘타일러’와 ‘마고’. 셰프 ‘슬로윅’의 예술의 경지에 이른 요리에 '타일러'는 환호하지만, '마고'는 무언가 심상치 않음을 느낀다. 코스 요리가 하나씩 나올 때마다 셰프가 설계한 완벽한 계획 아래 기이한 일들이 펼쳐지는데… 그들이 이곳에 초대받은 이유는 무엇일까? 숨겨졌던 위험한 비밀이 밝혀진다",['마크 미로드'],"['랄프 파인즈', '안야 테일러 조이', '니콜라스 홀트', '자넷 맥티어', '주디스 라이트', '존 레귀자모']","['더', '메뉴']","['외딴', '섬', '에', '위치', '한', '고급', '레스토랑', '디너', '180만원', '단', '12', '명', '에만', '주어지는', '특별한', '초대', '에', '참석', '하게', '된', '커플', '타일러', '와', '마고', '셰프', '슬로윅', '의', '예술', '의', '경지', '에', '이른', '요리', '에', '타일러', '는', '환호', '하', '지만', '마고', '는', '무언가', '심', '상치', '않', '음', '을', '느낀다', '코스', '요리', '가', '하나', '씩', '나올', '때', '마다', '셰프', '가', '설계', '한', '완벽한', '계획', '아래', '기이한', '일', '들', '이', '펼쳐지는데', '그', '들', '이', '이', '곳', '에', '초대', '받은', '이유', '는', '무엇', '일까', '숨겨졌던', '위험한', '비밀', '이', '밝혀진다']"
