movieId,movieTitle,audience,screen,screening,movieRelease,movieGenre,movieNation,movieGrade,movieRuntime,movieScore,peopleVoted,movieDirector,movieActors,moviePlot,movieTitle_tokens,movieGenre_tokens,movieDirector_tokens,movieActors_tokens,audience_density,likes,views,like_view_ratio,moviePlot_tokens
202,쏘우 X,65071,571,7139,2023-12-13,"공포(호러),스릴러",미국,청소년관람불가,118,7.98,54,케빈 그루터트,"토빈 벨,쇼니 스미스","1편의 게임을 마친 존 크레이머 일명 ‘직쏘’는 암을 치료하러 멕시코로 떠난다. 그러나 그곳에서 모든 희망은 절망이 되고 모든 것이 사기라는 것을 알게 되는데… 이제 존의 차례이다. 이것은 복수가 아니다. ‘직쏘’의 세계로 초대받은 모든 사람은 자신을 구원할 기회를 가진다. 그들의 게임이 끝나고, 직쏘의 게임이 시작된다.","['쏘우', 'X']","['공포호러', '스릴러']",['케빈 그루터트'],"['토빈 벨', '쇼니 스미스']",9.114862025493766,0,0,,"['편의', '게임', '마친', '존', '크', '레이', '머', '일명', '직', '쏘는', '암', '치료', '멕시코', '떠난다', '곳', '희망', '절망', '되고', '사기', '라는', '알', '게', '되는데', '이제', '존', '차례', '복수', '아니다', '직', '쏘의', '세계', '초대', '받은', '사람', '구원', '할', '기회', '가진다', '게임', '끝나고', '직', '쏘의', '게임', '시작']"
203,대무가,63431,587,9838,2022-10-12,"드라마,코미디",한국,15세이상관람가,108,6.73,193,이한종,"박성웅,양현민,류경수,정경호,서지유,남태우,기주봉,백현주,문창길,이용녀,김경익,박재홍,곽연근,이동희,양승호,서태성,이하늬,이태룡,권기하,이채현,이용희,홍민수,김준희,유순웅,선학,이가경,전재형,한이진,조기성,강홍렬,최재호,신승균,김동윤,윤현준,노형원,박정욱,정은성,곽지명,임은지,백란희,오혜현,이한누리,김진,오하늬,양경희,한재욱,홍준기,이준상,양정두,김다니엘,한동호,장명진,오창석,최한규,양준명,변만후,양경수,김바다,이하형,주광현,김주경,최진혁,나대남,조미라,허성우,김성하,이경재,서임철,최나무,김봉수,윤효식,임상희,윤경호,오대환,홍서준,서진원,한선화,최참사랑,김용완,김근영,정효진,김서영",유아독존 신빨 대신 술빨로 버티는 40대 마성의 무당 '마성준'(박성웅) 백발백중 1타 무당을 꿈꾸며 역술계를 평정한 30대 스타트업 무당 '청담도령'(양현민) 인생역전 갓생을 노리며 10주 완성 무당학원을 등록한 20대 취준생 무당 '신남'(류경수) 신빨 떨어진 무당들이 용하다 소문난 전설의 '대무가' 비트로 뭉쳤다! 그리고 그들을 이용해서 50억 원을 손에 넣으려는 이 구역 미친X '익수'가 판을 벌리고 '대무가' 무당즈는 각자 일생일대의 한탕을 위해 비트에 몸을 맡긴 채 프리스타일 굿판 대결을 펼치는데…,['대무'],"['드라마', '코미디']",['이한종'],"['박성웅', '양현민', '류경수', '정경호', '서지유', '남태우', '기주봉', '백현주', '문창길', '이용녀', '김경익', '박재홍', '곽연근', '이동희', '양승호', '서태성', '이하늬', '이태룡', '권기하', '이채현', '이용희', '홍민수', '김준희', '유순웅', '선학', '이가경', '전재형', '한이진', '조기성', '강홍렬', '최재호', '신승균', '김동윤', '윤현준', '노형원', '박정욱', '정은성', '곽지명', '임은지', '백란희', '오혜현', '이한누리', '김진', '오하늬', '양경희', '한재욱', '홍준기', '이준상', '양정두', '김다니엘', '한동호', '장명진', '오창석', '최한규', '양준명', '변만후', '양경수', '김바다', '이하형', '주광현', '김주경', '최진혁', '나대남', '조미라', '허성우', '김성하', '이경재', '서임철', '최나무', '김봉수', '윤효식', '임상희', '윤경호', '오대환', '홍서준', '서진원', '한선화', '최참사랑', '김용완', '김근영', '정효진', '김서영']",6.447550315104696,0,0,,"['유아', '독존', '신', '빨', '대신', '술빨', '버티는', '40', '마', '성의', '무당', '마', '성준', '박성웅', '백발백중', '무당', '꿈꾸며', '역술', '계', '평정한', '30', '스타트업', '무당', '청담', '도령', '민', '인생역전', '갓', '생', '노리', '며', '10', '완성', '무당', '학원', '등록', '20', '취준생', '무당', '신남', '류경수', '신', '빨', '떨어진', '무당', '용하다', '소문난', '전설', '대무', '비트', '뭉쳤다', '이용', '해서', '50억', '손', '넣으려는', '구역', '미친', 'X', '익수', '벌리고', '대무', '무당', '즈', '생일', '탕', '비트', '몸', '맡긴', '프리스타일', '굿판', '대결', '펼치는데']"
204,익스펜더블 4,63379,634,10979,2023-10-18,액션,미국,청소년관람불가,103,6.52,269,스캇 워프,"제이슨 스타뎀,실베스터 스탤론,메간 폭스,50 센트,토니 자,돌프 룬드그렌,이코 우웨이스,랜디 커투어,앤디 가르시아",테러 단체에게 핵미사일이 탈취되어 3차 세계대전이 발발할 위기의 상황에 ‘리’(제이슨 스타뎀)를 새로운 리더로 맞은 무적의 팀 익스펜더블이 작전에 투입되는데...,['익스펜더블'],['액션'],['스캇 워프'],"['제이슨 스타뎀', '실베스터 스탤론', '메간 폭스', '50 센트', '토니 자', '돌프 룬드그렌', '이코 우웨이스', '랜디 커투어', '앤디 가르시아']",5.772747973403771,0,0,,"['테러', '단체', '핵', '미사일', '탈취', '되어', '세계대전', '발발할', '위기', '상황', '제이슨', '스타', '뎀를', '새로운', '리더', '맞은', '무적', '팀', '익스펜더블', '작전', '투입', '되는데']"
205,본즈 앤 올,62773,356,6450,2022-11-30,"공포(호러),멜로/로맨스",미국,청소년관람불가,131,8.02,666,루카 구아다니노,"테일러 러셀,티모시 샬라메,마크 라이런스,클로에 세비니","사랑에 굶주린 소녀와 소년의 뼛속 시린 첫사랑 열여덟 살이 된 매런은 유일한 가족인 아빠마저 곁을 떠나자 한 번도 보지 못한 엄마를 찾는 길에 오른다. 절망 가운데 자신과 같은 식성을 가진 소년 ‘리’를 만나고, 동행하는 길 위에서 사랑을 느끼지만 매런에게 사랑은 늘 파멸과 마찬가지였기에 이 감정을 숨길 수밖에 없다. 평범한 삶을 갈구하는 매런은 리와 끝까지 함께 할 수 있을까? 이 길의 끝에서 매런은 고대하던 것을 찾을 수 있을까?","['본즈', '앤']","['공포호러', '멜로', '로맨스']",['루카 구아다니노'],"['테일러 러셀', '티모시 샬라메', '마크 라이런스', '클로에 세비니']",9.732248062015504,0,0,,"['사랑', '굶주린', '소녀', '소년', '뼛속', '시린', '첫사랑', '열', '살이', '된', '매런', '유일한', '가족', '아빠', '곁', '떠나자', '보지', '못', '엄마', '찾는', '길', '오른다', '절망', '가운데', '같은', '식성', '가진', '소년', '만나고', '동행', '길', '사랑', '느끼지만', '매런', '사랑', '늘', '파멸', '마찬가지', '였기에', '감정', '숨길', '밖에', '없다', '평범한', '삶', '갈구하는', '매런', '끝', '할', '있을까', '길', '끝', '매런', '고대', '하던', '찾을', '있을까']"
206,극장판 5등분의 신부,62441,91,2655,2022-09-22,"애니메이션,드라마",일본,12세이상관람가,136,8.14,71,진보 마사토,"마츠오카 요시츠구,하나자와 카나,타케타츠 아야나,이토 미쿠,사쿠라 아야네,미나세 이노리","「낙제 직전」「공부가 싫은」미소녀 다섯 쌍둥이를 아르바이트 가정 교사로서 「졸업」까지 이끈 후타로. 배우에 전념하기 위해 휴학하기로 한 이치카의 공부를 봐주면서 「학교 축제」 준비에 힘쓰는 후타로와, 후회 없는 「학교 축제」를 만들기 위해 평소 이상으로 노력하는 요츠바. 어지러운 날들이 지나고 정신을 차려보니 「학교 축제」 전날. 후타로는 포기하지 않고 힘쓰는 이츠키의 모습에 힘입어, 니노의 각오와 미쿠의 결의, 그리고 이치카·요츠바·이츠키에 대한 마음의 답을 찾는다. 저마다의 생각을 안고 있는 와중, 드디어 시작된 고교 생활 최후의(마지막) 이벤트인 「학교 축제」 첫날. 『학교 축제 첫날 15시에 교실에 와줘 교실에 모인 다섯 쌍둥이는, 후타로에게 어떠한 마음을 고백 받게 될까?","['극장판', '5등', '분의', '신부']","['애니메이션', '드라마']",['진보 마사토'],"['마츠오카 요시츠구', '하나자와 카나', '타케타츠 아야나', '이토 미쿠', '사쿠라 아야네', '미나세 이노리']",23.518267419962335,0,0,,"['낙제', '직전', '공부', '싫은', '미소녀', '쌍둥이', '아르바이트', '가정', '교사', '로서', '졸업', '이끈', '후', '타로', '배우', '전념', '하기', '휴학', '하기로', '치카', '공부', '봐주면서', '학교', '축제', '준비', '힘쓰는', '후', '타로', '후회', '없는', '학교', '축제', '만들기', '평소', '노력', '요츠바', '어지러운', '날', '지나고', '정신', '차려', '보니', '학교', '축제', '전날', '후', '타로', '포기', '하지', '않고', '힘쓰는', '이츠키', '모습', '힘', '입어', '니노', '각오', '미쿠', '결의', '치카', '츠바이츠', '키', '대한', '마음', '답', '찾는다', '마다의', '생각', '안고', '와중', '드디어', '시작', '된', '고교', '생활', '최후', '마지막', '이벤트', '학교', '축제', '첫날', '학교', '축제', '첫날', '15시', '교실', '와줘', '교실', '모인', '쌍둥이', '후', '타로', '마음', '고백', '받게', '될까']"
207,신체모음.zip,62287,269,7490,2023-08-30,공포(호러),한국,15세이상관람가,104,6.59,29,"최원경,전병덕,이광진,지삼,김장미,서형우","김민석,김채은,한상혁,강준규,김아현,조우리,정준원,이진희,구본진,리우림,구선민,이교형,김희상,권아름,김윤정,이주은,우유민,이유진,김금원,김현정,도연진,백현주,소희정,조지승,최형태,임성재,김현정","“마지막 조각은 바로 너야” 사이비 종교 단체를 잠입 취재하는 막내 기자 ‘시경’. 특별한 의식에 초대받아 참여하게 되고, 교인들은 차례대로 소원을 빌고 제물을 바친다. 드디어 ‘시경’의 차례가 된 순간, 제물이 바로 신체 조각이란 사실을 깨닫고 충격에 휩싸이게 되는데… 눈, 코, 입… 각 신체 조각에 얽힌 6개의 이야기! 모든 신체가 모이면 날것의 공포가 깨어난다!","['신체', '모음', 'zip']",['공포호러'],"['최원경', '전병덕', '이광진', '지삼', '김장미', '서형우']","['김민석', '김채은', '한상혁', '강준규', '김아현', '조우리', '정준원', '이진희', '구본진', '리우림', '구선민', '이교형', '김희상', '권아름', '김윤정', '이주은', '우유민', '이유진', '김금원', '김현정', '도연진', '백현주', '소희정', '조지승', '최형태', '임성재', '김현정']",8.316021361815753,0,0,,"['마지막', '조각', '사이비', '종교', '단체', '잠입', '취재', '막내', '기자', '시경', '특별한', '의식', '초대', '받아', '참여', '하게', '되고', '교인', '차례대로', '소원', '빌고', '제물', '바친다', '드디어', '시경', '차례', '된', '순간', '제물', '신체', '조각', '이란', '사실', '깨닫고', '충격', '휩싸이게', '되는데', '눈', '코', '입', '신체', '조각', '얽힌', '이야기', '신체', '모이', '면', '날것의', '공포', '깨어난다']"
208,시맨틱 에러: 더 무비,62204,57,1311,2022-08-31,멜로/로맨스,한국,12세이상관람가,177,8.98,99,김수정,"박서함,박재찬,송지오,김노진,김원기,최수견,차재훈,김건희,김진성,정준교,허이진,박준환,이진성,경수빈,신민선,한태희,기현우,손범서,한태경,우주명,이혜민,문해민,김정민,석유진,이정혁,조성진,정주원,송명호","컴공과 '아싸' 추상우의 완벽하게 짜인 일상에 에러처럼 나타난 안하무인 디자인과 '인싸' 장재영, 극과 극 청춘들의 캠퍼스 로맨스가 스크린으로 펼쳐진다!","['틱', '에러', '더', '무비']","['멜로', '로맨스']",['김수정'],"['박서함', '박재찬', '송지오', '김노진', '김원기', '최수견', '차재훈', '김건희', '김진성', '정준교', '허이진', '박준환', '이진성', '경수빈', '신민선', '한태희', '기현우', '손범서', '한태경', '우주명', '이혜민', '문해민', '김정민', '석유진', '이정혁', '조성진', '정주원', '송명호']",47.447749809305876,0,0,,"['컴공', '아싸', '추상', '우의', '완벽하게', '짜인', '일상', '에러', '처럼', '나타난', '안하무인', '디자인', '싸', '장재영', '극', '극', '청춘', '캠퍼스', '로맨스', '스크린', '펼쳐진다']"
209,엔시티 드림 더 무비 : 인 어 드림,62018,103,2445,2022-11-30,다큐멘터리,한국,전체관람가,117,9.47,51,"이예지,오윤동",알수없음,"모든 아티스트들의 꿈의 무대 올림픽주경기장에서 열린 NCT DREAM의 두 번째 단독 콘서트 ‘NCT DREAM TOUR ‘THE DREAM SHOW2 : In A DREAM’’ 무대 위, 일곱 명의 멤버들이 함께했던 콘서트 현장의 생생한 열기부터 무대 뒤, 설레는 준비 과정과 비하인드 단독 인터뷰 그리고 무대 밖, 멤버들이 그리는 미래에 대한 이야기까지! 극장에서 만나는 NCT DREAM의 첫 번째 영화COMING SOON!","['엔시', '티', '드림', '더', '무비', '드림']",['다큐멘터리'],"['이예지', '오윤동']",[],25.365235173824132,0,0,,"['아티스트', '꿈', '무대', '올림픽주경기장', '열린', 'NCT', 'DREAM', '번째', '단독', '콘서트', 'NCT', 'DREAM', 'TOUR', 'THE', 'DREAM', 'SHOW', 'In', 'A', 'DREAM', '무대', '명의', '멤버', '했던', '콘서트', '현장', '생생한', '열기', '무대', '뒤', '설레는', '준비', '과정', '비하인드', '단독', '인터뷰', '무대', '밖', '멤버', '그리는', '미래', '대한', '이야기', '극장', '만나는', 'NCT', 'DREAM', '번째', '영화', 'COMING', 'SOON']"
210,빅샤크4: 바다공룡 대모험,61783,455,3300,2022-07-06,어드벤처,중국,전체관람가,85,6.71,17,장초,"김용,김소희,박시윤","빅샤크와 바닷속 친구들은 마법의 돌 매직스톤을 찾아 바다 끝 세계로 모험을 떠난다. 하지만 곧 엄청난 해저 소용돌이에 휩쓸리고 마는데 그 곳은 바로 전설 속 거대한 바다공룡이 사는 신비세계. 거대한 공룡과 살아있는 삼엽충, 대왕 바다전갈에 몬스터 물고기까지... 빅샤크와 친구들은 온갖 고생대 해양생물들의 위협을 피해 무사히 바다왕국으로 돌아갈 수 있을까? 스케일이 다른, 5억만년 전의 신비한 해저세계가 눈앞에 가득 펼쳐진다!","['빅', '샤크', '바다', '공룡', '모험']",['어드벤처'],['장초'],"['김용', '김소희', '박시윤']",18.722121212121213,0,0,,"['빅샤크', '닷', '속', '친구', '마법', '돌', '매직', '스톤', '찾아', '바다', '끝', '세계', '모험', '떠난다', '엄청난', '해저', '소용돌이', '휩쓸', '마는데', '곳', '전설', '속', '거대한', '바다', '공룡', '사는', '신비', '세계', '거대한', '공룡', '살아있는', '삼엽충', '대왕', '바다전갈', '몬스터', '물고기', '빅샤크', '친구', '고생대', '해양', '생물', '위협', '피해', '무사히', '바다', '왕국', '돌아갈', '있을까', '스케일', '5억만년', '전의', '신비한', '해저', '세계', '눈앞', '가득', '펼쳐진다']"
211,수라,61024,136,2345,2023-06-21,다큐멘터리,한국,전체관람가,108,9.39,31,황윤,황윤,"마지막 갯벌 ‘수라’의 새들을 찾기 위해 오늘도 집을 나서는 ‘동필’과 그의 아들 ‘승준’. 오래전 갯벌에 관한 다큐를 만들다 포기했던 영화감독 ‘윤’은 이들을 만나 다시 카메라를 든다. 말라가는 ‘수라’에서 기적처럼 살아남은 도요새, 검은머리갈매기, 흰발농게… 청춘을 바쳐 이들을 기록해온 사람들의 아름다운 동행 ‘수라’에 희망의 물길이 차오른다!",['수라'],['다큐멘터리'],['황윤'],['황윤'],26.023027718550107,0,0,,"['마지막', '갯벌', '수라', '찾기', '오늘', '나서는', '필', '아들', '승준', '오래전', '갯벌', '관', '다큐', '만들다', '포기', '했던', '영화감독', '윤', '만나', '다시', '카메라', '든다', '말라가', '수라', '기적처럼', '살아남은', '도요새', '검은', '머리', '갈매기', '흰', '농게', '청춘', '바쳐', '기록', '해온', '사람', '아름다운', '동행', '수라', '희망', '물길', '차오른다']"
212,핑크퐁 시네마 콘서트3 : 진저브레드맨을 잡아라,61016,128,2908,2023-07-26,애니메이션,한국,전체관람가,65,7.88,8,변희선,"조경이,이소은,박요한,김새해,장예나",“세상에서 가장 맛있는 아이스크림을 먹고 싶어!” 아기상어가 원하는 최고의 아이스크림을 위해 진저브레드맨을 잡아라! 맛있는 아이스크림을 향한 달콤바삭 추격전 핑크퐁 & 호기와 SING나게 떠나볼까?,"['핑크', '퐁', '시네마', '콘서트', '진저브레드', '잡아라']",['애니메이션'],['변희선'],"['조경이', '이소은', '박요한', '김새해', '장예나']",20.982118294360387,0,0,,"['세상', '가장', '맛있는', '아이스크림', '먹고', '싶어', '아기', '상어', '원하는', '최고', '아이스크림', '진저브레드', '잡아라', '맛있는', '아이스크림', '향', '달콤', '바삭', '추', '격전', '핑크', '퐁', '호기', 'SING', '나게', '떠나', '볼까']"
213,크레센도,60455,91,2901,2023-12-20,다큐멘터리,미국,전체관람가,111,8.79,70,헤더 윌크,알수없음,"“예술성, 테크닉, 기교, 드라마, 짜릿함. 그는 피아노 연주의 극치를 보여주었다!” 반 클라이번 국제 피아노 콩쿠르에 참여하기 위해 모인 세계 음악계의 유망주 30명. 갖은 역경, 희생, 좌절을 딛고 무대에 오른 젊은 피아니스트들이 하나 둘 탈락하는 가운데, 참여자들은 한 천재의 등장을 목도하게 된다. 그는 평범한 또래 소년과 같이 수수한 18살 피아니스트 임윤찬. 하지만 그의 연주가 시작되자마자 현장은 깊은 전율로 가득 차기 시작하는데... K-클래식 대표주자 ‘임윤찬’의 역사적인 우승 현장을 마주하다.",['크레센도'],['다큐멘터리'],['헤더 윌크'],[],20.83936573595312,0,0,,"['예술', '성', '테크닉', '기교', '드라마', '짜릿함', '피아노', '연주', '극치', '보여주었다', '반', '클라', '국제', '피아노', '콩쿠르', '참여', '하기', '모인', '세계', '음악', '계', '유망', '30', '역경', '희생', '좌절', '딛고', '무대', '오른', '젊은', '피아니스트', '탈락', '가운데', '참여자', '천재', '등장', '목도', '하게', '평범한', '또래', '소년', '수수한', '18', '피아니스트', '임', '윤찬', '연주가', '시작', '되자마자', '현장', '깊은', '전율', '가득', '차기', '시작', '하는데', 'K', '클래식', '대표', '주자', '임', '윤찬', '역사', '우승', '현장', '마주', '하다']"
214,더 킬러: 죽어도 되는 아이,60175,314,4090,2022-07-13,액션,한국,청소년관람불가,95,8.38,96,최재훈,"장혁,이서영,브루스 칸,이승준,방은정,최기섭,신승환,홍서준,이채영,유서진,조한슬,김홍경,최영우,이건구,위민국,박형준,김태원,백진욱,박수지,정현옥,정원석,박근형,김미소,이혜지,양재희,한경미,한정희,김진형,방병현,조현수,고용석,구본혁,정윤철,조승원,김동환,윤택승,이상엽,박준환,박경모,송지민,박예슬,정성훈,조동혁,김선간,송지민,권오철,전시완,조제웅,고상현,김승준,이충식,전솔휘,이광호,박용균,김동철,유시정,김경우,심상용,김동운,정성호,박재선,김주용,임동은,김세빈,전찬웅,김용훈,황진모,심영석,오태승,김태진,조동혁,정성훈,윤기현,김주호,최민,정지상,이준,최재옥,김도연,박경모,김태경,손현주,차태현,박영운",은퇴 후 성공적인 재테크로 호화롭게 생활하는 전설의 킬러 ‘의강’이 제멋대로 행동하는 여고생 ‘윤지’를 떠맡게 된다. 단기간 보호자 역할만 하면 될 거라고 가볍게 여긴 순간 ‘윤지’가 납치되는 사건이 일어나는데… “걔는 다치면 안 되는 아이야” 애써 잠재운 ‘의강’의 본능이 깨어난다!,"['더', '킬러', '죽어도', '되는']",['액션'],['최재훈'],"['장혁', '이서영', '브루스 칸', '이승준', '방은정', '최기섭', '신승환', '홍서준', '이채영', '유서진', '조한슬', '김홍경', '최영우', '이건구', '위민국', '박형준', '김태원', '백진욱', '박수지', '정현옥', '정원석', '박근형', '김미소', '이혜지', '양재희', '한경미', '한정희', '김진형', '방병현', '조현수', '고용석', '구본혁', '정윤철', '조승원', '김동환', '윤택승', '이상엽', '박준환', '박경모', '송지민', '박예슬', '정성훈', '조동혁', '김선간', '송지민', '권오철', '전시완', '조제웅', '고상현', '김승준', '이충식', '전솔휘', '이광호', '박용균', '김동철', '유시정', '김경우', '심상용', '김동운', '정성호', '박재선', '김주용', '임동은', '김세빈', '전찬웅', '김용훈', '황진모', '심영석', '오태승', '김태진', '조동혁', '정성훈', '윤기현', '김주호', '최민', '정지상', '이준', '최재옥', '김도연', '박경모', '김태경', '손현주', '차태현', '박영운']",14.712713936430317,0,0,,"['은퇴', '후', '성공', '재테크', '호화롭게', '생활', '전설', '킬러', '의강', '제멋대로', '행동', '여고생', '윤지', '떠', '맡게', '단기간', '보호자', '역할', '하면', '될', '라고', '가볍게', '여긴', '순간', '윤지', '납치', '되는', '사건', '일어나는데', '다치면', '안', '되는', '애써', '잠재운', '강의', '본능', '깨어난다']"
215,티켓 투 파라다이스,60171,581,9663,2022-10-12,"멜로/로맨스,코미디",미국,12세이상관람가,104,7.76,246,올 파커,"줄리아 로버츠,조지 클루니,케이틀린 디버","한때, 미치게 사랑했지만 지금은 인생의 원수가 되어버린 이혼한 부부 ‘조지아’(줄리아 로버츠)와 ‘데이빗’(조지 클루니). 대학을 졸업하고 변호사로 대형 로펌 입사를 앞둔 딸 ‘릴리’(케이틀린 디버)가 여행지 발리에서 만난 운명 같은 사랑과 결혼을 선포하자 딸이 자신들과 같은 실수를 반복하는 걸 볼 수 없는 그들은 어쩔 수 없이 동맹을 맺고 결혼을 막으려는 계획을 세우게 된다. 그러나 거듭되는 작전에도 불구하고 딸 ‘릴리’의 결혼식은 순조롭게만 진행되고 같은 목표를 향해 합심하는 이들도 서로에게 조금씩 감정의 변화가 생기게 되는데… 이혼 커플의 딸 결혼 반대 프로젝트는 성공할 수 있을까?","['티켓', '파라다이스']","['멜로', '로맨스', '코미디']",['올 파커'],"['줄리아 로버츠', '조지 클루니', '케이틀린 디버']",6.226948152747594,0,0,,"['한때', '미치게', '사랑', '했지만', '지금', '인생', '원수', '되어', '버린', '이혼', '부부', '조지아', '줄리아', '로버츠', '데이빗', '조지', '클루니', '대학', '졸업', '변호사', '대형', '로펌', '입사', '앞둔', '딸', '릴리', '케이틀린', '디버', '여행지', '발리', '만난', '운명', '같은', '사랑', '결혼', '선포', '하자', '딸', '같은', '실수', '반복', '걸', '볼', '없는', '어쩔', '없이', '동맹', '맺고', '결혼', '막으려는', '계획', '세우게', '거듭', '되는', '작전', '에도', '불구', '딸', '릴리', '결혼식', '롭', '게', '진행', '되고', '같은', '목표', '향', '해', '합심', '서로', '조금씩', '감정', '변화', '생기', '게', '되는데', '이혼', '커플', '딸', '결혼', '반대', '프로젝트', '성공할', '있을까']"
216,이빨요정 비올레타: 요정나라로 돌아갈래!,59425,298,3228,2023-11-18,"애니메이션,판타지,어드벤처",독일,전체관람가,80,8.2,25,캐롤라인 오리거,알수없음,"전 세계 아이들이 기다리는 이빨요정이 온다! 아이들이 자신의 빠진 유치를 베개 밑에 숨겨놓으면 숨어 들어가서, 이빨을 가지고, 선물을 남기고, 사라지는 이빨요정. 요정학교 시험에서 매번 꼴찌만 하는 사고뭉치 이빨요정 ‘비올레타’는 자신이 특별한 이빨요정임을 증명하기 위해 몰래 인간 세상으로 향한다. 처음 와본 인간 세상에 신난 것도 잠시 이빨을 가지고 사라지려던 ‘비올레타’는 이미 오래전에 유치가 다 빠진 12살 소녀 ‘맥시’와 만나게 되고 그대로 인간 세상에 갇혀버리고 마는데… 꽃으로 변해 버리기 전에 나… 요정나라로 돌아갈 수 있을까? 이빨요정 ‘비올레타’의 요정나라로 돌아가기 위한 스펙터클한 모험이 시작된다!","['이빨요정', '비', '올레', '요정', '나라', '돌아갈래']","['애니메이션', '판타지', '어드벤처']",['캐롤라인 오리거'],[],18.40923172242875,0,0,,"['세계', '기다리는', '이빨요정', '온다', '빠진', '유치', '베개', '밑', '숨겨놓으면', '숨어', '들어가서', '이빨', '선물', '남기고', '사라지는', '이빨요정', '요정', '학교', '시험', '꼴찌', '사고뭉치', '이빨요정', '비', '올레', '타는', '특별한', '이빨요정', '임', '증명', '하기', '몰래', '인간', '세상', '향', '처음', '인간', '세상', '신난', '이빨', '사라지려던', '비', '올레', '타는', '이미', '오래전', '유치', '다', '빠진', '12', '소녀', '맥시', '만나게', '되고', '그대로', '인간', '세상', '갇혀', '버리고', '마는데', '꽃', '변해', '버리기', '요정', '나라', '돌아갈', '있을까', '이빨요정', '비', '올레', '타의', '요정', '나라', '돌아가기', '스펙', '클한', '모험', '시작']"
217,슬픔의 삼각형,58417,294,5308,2023-05-17,"코미디,드라마",미국,15세이상관람가,147,7.72,373,루벤 외스틀룬드,"우디 해럴슨,해리스 딕킨슨","호화 크루즈에 #협찬 으로 승선한 인플루언서 모델 커플. 각양각색의 부자들과 휴가를 즐기던 사이, 뜻밖의 사건으로 배가 전복되고 8명만이 간신히 무인도에 도착한다. 할 줄 아는 거라곤 구조 대기뿐인 사람들… 이때 존재감을 드러내는 건, “여기선 내가 캡틴입니다. 자, 내가 누구라고요?”","['슬픔', '삼각형']","['코미디', '드라마']",['루벤 외스틀룬드'],"['우디 해럴슨', '해리스 딕킨슨']",11.005463451394123,0,0,,"['호화', '크루즈', '협찬', '승선', '플루', '언', '서', '모델', '커플', '각양각색', '부자', '휴가', '즐기던', '사이', '뜻밖', '사건', '배', '전복', '되고', '만이', '간신히', '무인도', '도착', '할', '아는', '라곤', '구조', '대기', '사람', '존재', '감', '드러내는', '기선', '캡틴', '입니다', '라', '고요']"
