movieId,movieTitle,movieRelease,revenue,audience,screen,screening ,movieNation,movieGrade,movieGenre,movieDirector,movieActors
354,치악산,2023-09-13,"183,966,250","21,028",220,"2,819",한국,15세이상관람가,"공포(호러),미스터리",김선웅,"윤균상,김예원,연제욱,이태환,배그린,변진수,원미원,강현중,김양배,정보람,배유람,임준하,최기상,오현서,방상환"
355,겨울왕국 2,2019-11-21,"223,533,591","13,768,797",306,"2,202",미국,전체관람가,애니메이션,"크리스 벅,제니퍼 리","크리스틴 벨,이디나 멘젤,조시 게드,조나단 그로프"
356,빌리와 용감한 녀석들: 황금 달걀 구조대,2023-10-26,"177,006,635","20,973",306,"1,924",멕시코,전체관람가,애니메이션,"가브리엘 리바 팔라시오 알라트리스테,로돌포 리바 팔라시오 알라트리스테",
357,프린세스 아야,2022-09-21,"162,670,896","20,761",348,"2,347",한국,전체관람가,"판타지,뮤지컬",이성강,"백아연,박진영"
358,극장판 피노키오 위대한 모험,2023-07-13,"160,955,034","19,844",208,"1,074",헝가리,전체관람가,"애니메이션,어드벤처",바실리 로벤스키,"폴리 쇼어,존 헤더,톰 케니"
359,극장판 전생했더니 슬라임이었던 건에 대하여: 홍련의 인연편,2023-02-02,"202,097,717","19,711",123,"2,753",일본,15세이상관람가,"애니메이션,판타지,액션",키쿠치 야스히토,에구치 타쿠야
360,한산 리덕스,2022-11-16,"171,709,176","19,551",202,"2,766",한국,12세이상관람가,"액션,드라마",김한민,"채강,엄기영,손수호,이상호,민주호,오창후,김형석,구본혁,우혁,김명곤,문숙,이준혁,정준화,황무영,안태준,이의령,안치욱,강병욱,김호연,김태근,고기영,홍윤,박선교,김동훈,서세명,박형준,이진민,이규탁,남현우,윤상원,이지운,문바롬,김태희,김동현,김우현,남상우,김현승,양동혁,오누리,한봄,박재이,김진희,강리안,강보라,김지아,이다혜,김효주,한송희,한상경,김진형,오지훈,이루겸,최홍락,방병현,황성웅,김이담,김경태,김건보,이동빈,유건기,위민국,정동근,최돈학,권용덕,김용준,김한솔,김현우,강성락,이종욱,윤상영,김영호,이건록,장한솔,정현옥,이단,백태민,현직,손대민,김무섭,한동국,황민혁,조현수,김서준,윤승훈,박혜영,박해일,이정태,변요한,안성기,손현주,김성규,김성균,김향기,옥택연,공명,박지환,조재윤,윤제문,박훈,윤진영,김강일,박재민,이서준,김민재,김재영,김구택,손경원,안성봉,이운산,김영웅,공정환,배현성,김대명,정예훈,김한민,김기호,김기환,강신구,김영탁,김공,이재한,정제우,정연,윤대열,김리우,김현태,현봉식,김범석,고한민,문승배,강덕중,서상원,김영찬,배명진,곽민호,김기현,백경선,조재현,이시안,문종호,박인국,이시엽,구자건,이종섭,하영진,왕호영,이상백,이보영,윤현승"
361,엄마,2022-05-11,"169,848,800","19,485",190,"2,703",미국,12세이상관람가,스릴러,아이리스 심,"산드라 오,피벨 스튜어트"
362,오픈 더 도어,2023-10-25,"160,931,400","19,202",213,"3,597",한국,15세이상관람가,"미스터리,스릴러",장항준,"이순원,서영주,김수진,강애심"
364,니얼굴,2022-06-23,"167,789,600","18,937",65,"1,431",한국,전체관람가,다큐멘터리,서동일,"장차현실,정은혜"
365,프리! 더 파이널 스트로크 후편,2022-06-30,"189,885,307","18,630",83,"1,442",일본,전체관람가,애니메이션,카와나미 에이사쿠,"시마자키 노부나가,스즈키 타츠히사,미야노 마모루,우치야마 코우키"
366,체리마호: 30살까지 동정이면 마법사가 될 수 있대,2022-07-13,"164,468,600","18,530",56,"1,287",일본,12세이상관람가,"판타지,멜로/로맨스",카자마 히로키,"아카소 에이지,마치다 케이타,유타로,아사카 코다이"
367,나는 여기에 있다,2023-04-12,"143,076,700","18,504",122,"1,280",한국,15세이상관람가,"범죄,액션,스릴러",신근호,"조한선,손동제,정진운,정태우,노수산나,박순천,정인기,이지원,조한준,송진영,손태양,민준현,이강민,문서연,고인범"
368,드래곤볼 슈퍼: 슈퍼 히어로,2022-09-14,"200,760,639","18,387",360,"4,289",일본,12세이상관람가,"애니메이션,액션,어드벤처",코다마 테츠로,"노자와 마사코,후루카와 토시오,호리카와 료,타나카 마유미"
369,어쩌면 우린 헤어졌는지 모른다,2023-02-08,"186,330,566","18,354",333,"3,962",한국,12세이상관람가,드라마,형슬우,"이동휘,정은채,강길우,정다은,옥지영,김종호,김소형,이재호,김태백,이가경,민경진,김금순,변중희,박세준,고규필,박성일,유지연,김정우,원진호,손예원,박세준,엄하늘,김휘규,안성민,김은선,임예은,김근배,이원욱,조한결,이건행,강슬기,이예주,기소유,안정빈,배소은,윤희진,형슬우"
370,시뮬런트,2023-11-02,"152,436,774","18,195",265,"2,041",미국,15세이상관람가,SF,,
371,룸 쉐어링,2022-06-22,"142,870,480","17,992",122,"1,588",한국,전체관람가,드라마,이순성,"나문희,최우성,최선자,김강민,문동혁,이동규,김솔비,서현석,정수한,김시영,최승윤,정의욱,남명지,엄기백,홍일승,박주연,박진수,나은미,서유나,고영찬,조석준,김담로,황복순,한연희,이명자,안길강,정인기"
372,페르시아어 수업,2022-12-15,"162,769,667","17,670",40,"1,142",러시아,15세이상관람가,드라마,바딤 피얼먼,"나우엘 페레즈 비스카야트,라르스 아이딩어"
373,어파이어,2023-09-13,"172,617,291","17,307",68,"1,692",독일,12세이상관람가,"드라마,멜로/로맨스,코미디",크리스티안 펫졸드,폴라 비어
374,몬스터 아카데미,2022-04-27,"146,864,000","17,216",209,"1,475",기타,전체관람가,"판타지,액션,어드벤처",레오폴도 아귈라,"김소희,최정현,김한나,김용"
375,프린스 챠밍,2023-01-11,"139,647,300","17,192",181,"1,614",미국,전체관람가,"애니메이션,판타지",로스 베노커,"윌머 발더라마,데미 로바토,애슐리 티스데일,니아 발다로스"
376,컴온 컴온,2022-06-30,"155,576,500","16,987",113,"2,019",미국,12세이상관람가,드라마,마이크 밀스,"호아킨 피닉스,우디 노먼,가비 호프만"
377,코다,2021-08-31,"146,602,610","80,562",64,"1,918",프랑스,12세이상관람가,드라마,션 헤이더,"에밀리아 존스,퍼디아 월시-필로,말리 매트린,트로이 코처,다니엘 듀런트,에우헤니오 데르베스"
378,키리에의 노래,2023-11-01,"151,733,743","16,873",248,"2,097",일본,15세이상관람가,드라마,이와이 슌지,
379,말없는 소녀,2023-05-31,"153,479,277","16,693",52,"1,296",아일랜드,전체관람가,드라마,,
380,비밀의 언덕,2023-07-12,"132,514,793","16,673",56,"1,337",한국,전체관람가,기타,이지은,"문승아,임선우,장선,강길우,장재희,이동찬"
381,생츄어리: 마법의 소원나무,2023-09-06,"135,096,900","16,562",188,"1,406",호주,전체관람가,애니메이션,리카르드 쿠소,"박시윤,최정현"
382,패왕별희 디 오리지널,2017-03-30,"174,203,588","127,665",79,955,중국,15세이상관람가,"드라마,멜로/로맨스",첸 카이거,"장국영,공리,장풍의"
383,인터스텔라,2014-11-06,"235,407,500","10,342,523",20,350,미국,12세이상관람가,SF,크리스토퍼 놀란,"매튜 매커너히,앤 해서웨이,마이클 케인,제시카 차스테인,케이시 애플렉"
384,매드 맥스: 분노의 도로,2015-05-14,"233,174,100","3,930,024",45,"1,753",미국,15세이상관람가,"액션,어드벤처,스릴러",조지 밀러,"톰 하디,샤를리즈 테론,니콜라스 홀트,휴 키즈 바인,조 크라비츠,로지 헌팅턴-휘틀리,라일리 코프,메간 게일,애비 리,코트니 이튼"
385,한 남자,2023-08-30,"139,260,250","15,938",161,"2,734",일본,12세이상관람가,"범죄,멜로/로맨스,스릴러",이시카와 케이,"츠마부키 사토시,안도 사쿠라"
386,인셉션,2010-07-21,"285,348,500","6,014,577",21,426,미국,12세이상관람가,"드라마,미스터리",크리스토퍼 놀란,"레오나르도 디카프리오,엘렌 페이지,마리온 꼬띨라르"
387,극장판 살아남기 시리즈: 인체에서 살아남기,2022-08-10,"149,305,000","15,892",174,"1,595",일본,전체관람가,애니메이션,"나스카와 미츠루,이리요시 사토루","김현지,여민정,남도형"
388,엔드 오브 에반게리온,2024-01-17,"163,787,407","15,770",130,"1,201",일본,청소년관람불가,애니메이션,"안노 히데아키,츠루마키 카즈야",
389,청춘 돼지는 외출하는 여동생의 꿈을 꾸지 않는다,2023-08-31,"149,766,354","15,733",51,"1,159",일본,12세이상관람가,애니메이션,,
390,일주일간 친구,2023-09-06,"167,503,800","15,718",142,"2,421",중국,12세이상관람가,"드라마,멜로/로맨스",임효겸,"조금맥,린이,심월,왕가휘"
391,몬스터 싱어: 매직 인 파리,2022-05-26,"129,507,720","15,307",266,"1,377",프랑스,전체관람가,"애니메이션,뮤지컬,어드벤처",비보 베르즈롱,"바네사 파라디,아담 골드버그,제이 해링턴,숀 레넌,김연우,정주원,서반석,석승훈,장예나"
393,메리 미,2022-03-16,"99,754,800","15,164",179,"1,944",미국,12세이상관람가,"멜로/로맨스,코미디",캣 코이로,"제니퍼 로페즈,오웬 윌슨,말루마"
394,만추 리마스터링,2011-02-17,"146,318,750","865,596",110,"1,812",한국,15세이상관람가,멜로/로맨스,김태용,"현빈,탕웨이,김서라"
395,우리가 사랑이라고 믿는 것,2022-02-24,"138,191,530","15,052",44,"1,562",영국,12세이상관람가,"드라마,멜로/로맨스",윌리엄 니콜슨,"아네트 베닝,빌 나이,조쉬 오코너"
396,그래비티,2013-10-17,"267,938,000","3,313,307",56,"1,010",미국,12세이상관람가,"SF,드라마",알폰소 쿠아론,"산드라 블록,조지 클루니"
397,가재가 노래하는 곳,2022-11-02,"148,315,289","14,921",264,"3,212",미국,15세이상관람가,드라마,올리비아 뉴먼,"데이지 에드가 존스,테일러 존 스미스,해리스 딕킨슨,데이빗 스트라탄,가렛 딜라헌트"
398,듣보인간의 생존신고,2023-09-06,"141,192,041","15,070",93,"1,368",한국,전체관람가,다큐멘터리,"김아현,권하정",
399,"기억해, 우리가 사랑한 시간",2023-10-11,"135,179,400","14,752",178,"3,140",중국,전체관람가,"멜로/로맨스,드라마",,"하람두,채범희,허광한"
400,지옥만세,2023-08-16,"123,642,259","14,695",65,"1,369",한국,12세이상관람가,"어드벤처,드라마,코미디",임오정,"오우리,방효린,정이주,박성훈,이선희,이주원,이은솔,이린하,이나연,이예빛,이지유,박준우,김선경,최묘견,김경환,서미영,박창순,임세운,공도은,이현성,한기옥,김영선,허정도,이주영,양흥주,박동욱,이지명,전승재,한상현"
401,엑소시스트: 더 바티칸,2023-05-10,"135,422,965","14,639",134,"2,335",미국,15세이상관람가,공포(호러),줄리어스 에이버리,"러셀 크로우,다니엘 조바토,알렉스 에소,프랑코 네로"
402,레지던트 이블: 라쿤시티,2022-01-19,"129,594,170","24,722",259,"3,105",미국,청소년관람불가,"액션,공포(호러)",요하네스 로버츠,"카야 스코델라리오,해나 존-케이먼,로비 아멜,도날 로그,닐 맥도노프"
403,헤이지니&럭키강이 비밀의 문,2022-12-01,"134,240,363","14,528",282,"1,539",한국,전체관람가,"공연,가족,뮤지컬",안진성,
404,벨파스트,2022-03-23,"130,077,070","14,223",272,"3,541",미국,12세이상관람가,드라마,케네스 브래너,"케이트리오나 발피,주디 덴치,제이미 도넌,시아란 힌즈,주드 힐"
405,씰벤져스 : 용감한 바다특공대,2023-09-27,"122,085,159","14,209",121,"1,260",미국,전체관람가,"애니메이션,액션,코미디,어드벤처","그레이그 캐머런,케인 크라우디스",
406,피는 물보다 진하다,2022-05-25,"90,700,500","14,201",78,981,한국,15세이상관람가,액션,김희성,"조동혁,이완,임정은,소윤호,윤철형,감소현,장은서,김강일,이천은,최기섭,이지석,이건구,송보은,김길동,오만석,두리,윤송아,이예서,신준호,전해룡,이준상,최명진,심겸시,이훈성,김건수,한화연,이동혁,최종관,강우혁,류주혜,신혜온,서문경,김만기"
407,원 모어 찬스,2023-11-01,"87,720,900","14,080",121,"1,743",중국,12세이상관람가,드라마,반요명,"주윤발,원영의"
408,더 킬러,2023-10-25,"118,471,100","14,036",78,"1,415",미국,15세이상관람가,스릴러,데이빗 핀처,"마이클 패스벤더,틸다 스윈튼"
409,뜨거운 피: 디 오리지널,2022-05-26,"111,999,200","13,854",59,180,한국,청소년관람불가,"액션,범죄",천명관,"정우,김갑수"
410,오글리스: 웰컴 투 냄새 마을,2023-04-06,"114,511,970","13,747",256,"1,272",독일,전체관람가,애니메이션,토비 젠켈,
411,오마주,2022-05-26,"104,126,000","13,732",133,"1,538",한국,12세이상관람가,드라마,신수원,"이정은,김현태,권해효,탕준상,고서희,오재이,유순철,이주실,김호정,이상희,정애화,한태일,동효희,신동력,김남우,임희철,강민서,손종복,김선경,이다영,이명옥,구자은,조우진,윤영우,김은경,오춘환,강민서,장진희,오세인,정영환,김수현"
412,너와 사랑한 시간,2022-11-30,"94,305,800","13,722",92,"1,589",홍콩,12세이상관람가,멜로/로맨스,황진진,류이호
414,심야카페: 미씽 허니,2022-11-17,"98,978,194","13,682",174,"1,307",한국,12세이상관람가,"멜로/로맨스,판타지",정윤수,"이이경,채서진,신주환,정영주,박건일,문숙,김대건,조유하,심이영,송병훈,구교민,김나린,양지웅,김근수,김하경,김진혁,박종환"
415,라방,2023-06-28,"122,980,128","13,647",282,"3,445",한국,청소년관람불가,스릴러,최주연,"박성웅,박선호,김희정,김균하,조정원,서진원,김주원,지은,권영민,이민종,김기홍,신지연,최민석,양동선"
416,미혹,2022-10-19,"108,083,491","13,528",224,"2,100",한국,15세이상관람가,"미스터리,공포(호러)",김진영,"박효주,김민재,차선우,박재준,안예림,김라온,송하현,차선우,양흥주,한철우,한혜지,장의돈,이선주,박영준,최필상,박정구,유승신,정혜정,김하영,곽해은,최종환,정혜정,김원석"
417,여덟 개의 산,2023-09-20,"122,149,728","13,481",44,"1,092",이탈리아,12세이상관람가,드라마,펠릭스 반 그뢰닝엔,"루카 마리넬리,알레산드로 보르기"
418,조이 라이드,2023-08-30,"115,023,758","13,436",225,"2,169",미국,청소년관람불가,코미디,,"애슐리 박,스테파니 수,셰리 콜라,사브리나 우"
419,좋.댓.구,2023-07-12,"118,487,964","13,378",146,"1,298",한국,15세이상관람가,코미디,박상민,오태경
420,유랑지구2,2023-05-10,"103,069,320","13,360",138,885,중국,12세이상관람가,SF,프란트 궈,"유덕화,오경"
421,매직 프린세스: 얼음 괴물과 사라진 열쇠의 비밀,2023-12-07,"107,545,357","13,125",162,815,러시아,전체관람가,"애니메이션,어드벤처,판타지",안드레이 콜핀,
422,극장판 유루캠△,2022-10-27,"134,129,789","13,086",84,"1,770",일본,전체관람가,"애니메이션,드라마",,하나모리 유미리
423,로스트 도터,2022-07-14,"121,116,200","13,008",66,"1,299",미국,15세이상관람가,드라마,매기 질렌할,"올리비아 콜맨,다코타 존슨,제시 버클리,폴 메스칼,피터 사스가드,에드 해리스"
424,괴인,2023-11-08,"104,148,852","12,989",79,"1,234",한국,15세이상관람가,드라마,이정홍,"박기홍,최경준,이소정,안주민,이기쁨,전길"
425,립세의 사계,2024-01-10,"98,964,930","12,907",186,"2,638",폴란드,15세이상관람가,애니메이션,"DK 웰치먼,휴 웰치맨",
426,헌티드 맨션,2023-07-26,"119,461,383","12,877",187,"1,551",미국,12세이상관람가,공포(호러),저스틴 시미엔,"티파니 해디쉬,오웬 윌슨,대니 드비토,로자리오 도슨"
427,특수요원 빼꼼,2022-06-01,"110,721,400","12,674",115,741,중국,전체관람가,애니메이션,장양,"박시윤,장병관"
428,녹야,2023-11-01,"98,939,200","12,546",137,"1,723",홍콩,15세이상관람가,드라마,한슈아이,"판빙빙,이주영"
429,드림팰리스,2023-05-31,"89,421,704","12,518",75,"1,132",한국,12세이상관람가,드라마,가성문,"김선영,백한솔,이윤지,백한솔"
430,불도저에 탄 소녀,2022-04-07,"104,318,240","12,482",203,"2,175",한국,15세이상관람가,드라마,박이웅,"김혜윤,박혁권,오만석,예성,박시우,최희진,이휘종,성여진,김희창,한혜지,김중기,강정임,최성희,구다송,신여경,김은석,황자영,오현경,양준명,양미선,손화령,김고운,강정우,박옥출,최원,나종민,노수산나,김승용,이희석,김남우,조현임,서지원,성노진,박건우,양소민,박소을,유라엘,이유,정아람,김호진,이정미,유채은,박현우,신재휘,서홍석,정지현,경규민,서다예,이동용,한철우,고은별"
431,뱅드림! 팝핀' 드림!,2022-03-24,"121,771,960","12,408",105,"1,995",일본,전체관람가,애니메이션,카키모토 코다이,"아이미,오오츠카 사에,니시모토 리미,오오하시 아야카,이토 아야사"
431,한여름밤의 재즈,2022-09-08,"126,675,289","12,448",43,"1,003",미국,12세이상관람가,"다큐멘터리,공연",버트 스턴,"루이 암스트롱,마할리아 잭슨,셀로니어스 몽크,척 베리,아니타 오데이"
433,세계를 뒤흔든 43일,2023-11-16,"124,787,939","12,395",35,219,한국,전체관람가,다큐멘터리,이규철,
434,나의 행복한 결혼,2023-10-11,"92,340,248","12,382",109,"2,276",일본,12세이상관람가,"판타지,멜로/로맨스",,"메구로 렌,이마다 미오"
435,우리 사랑이 향기로 남을 때,2023-02-08,"115,424,800","12,364",173,"2,732",한국,15세이상관람가,"멜로/로맨스,코미디,드라마",임성용,"윤시윤,최훈재,설인아,문지인,김영웅,노상현,이규복,김수미,양혜진,김찬미,이동찬,최윤빈,윤다훈,이주미"
437,성덕,2022-09-28,"108,243,892","12,724",60,"1,348",한국,12세이상관람가,다큐멘터리,오세연,오세연
438,걸리버 리턴즈,2022-11-03,"95,813,587","12,257",206,993,우크라이나,전체관람가,"애니메이션,판타지,어드벤처",,
439,너의 눈을 들여다보면,2023-06-14,"118,291,505","12,186",71,"1,149",프랑스,전체관람가,드라마,미야케 쇼,"키시이 유키노,미우라 토모카즈,미우라 마사키"
440,강변의 무코리타,2023-08-23,"106,517,426","12,124",131,"1,506",일본,12세이상관람가,드라마,오기가미 나오코,"마츠야마 켄이치,무로 츠요시,미츠시마 히카리,에구치 노리코,에모토 타스쿠"
441,라이드 온,2023-05-31,"101,034,008","12,117",100,841,중국,12세이상관람가,"액션,코미디,드라마",래리 양,"성룡,류호존"
442,65,2023-04-20,"121,467,529","12,080",462,"3,536",미국,12세이상관람가,액션,"스콧 벡,브라이언 우즈","아담 드라이버,아리나 그린블랫"
443,부기맨,2023-06-06,"128,541,164","12,059",193,"1,945",미국,15세이상관람가,공포(호러),롭 새비지,"소피 대처,크리스 메시나,데이비드 다스트말치안"
444,치치치 치킨의 비밀,2023-08-24,"102,686,450","12,034",156,"1,264",중국,전체관람가,애니메이션,"나이젤 W.티어니,동롱",
445,태일이,2021-12-01,"107,468,000","125,160",17,154,한국,전체관람가,애니메이션,홍준표,"장동윤,염혜란,진선규,박철민,권해효,태인호,정예진,신정윤,안동구,강태우,이나영,최병윤,이원준,윤정열,김정팔,최은화,진양욱,이승행,강태우"
446,위대한 쇼맨,2017-12-20,"124,844,615","1,721,355",52,529,미국,12세이상관람가,"드라마,뮤지컬",마이클 그레이시,"휴 잭맨,잭 에프런,미쉘 윌리엄스,레베카 퍼거슨,젠데이아 콜먼"
447,하늘의 푸르름을 아는 사람이여,2022-03-16,"105,274,739","12,005",121,"1,816",일본,12세이상관람가,"애니메이션,판타지,멜로/로맨스",나가이 타츠유키,요시자와 료
448,클로즈,2023-05-03,"115,426,237","11,804",51,"1,361",벨기에,12세이상관람가,드라마,루카스 돈트,"에덴 담브린,구스타브 드 와엘"
449,피그,2022-02-23,"107,541,970","11,726",113,"1,612",미국,12세이상관람가,"드라마,스릴러",,"니콜라스 케이지,알렉스 울프,아담 아킨"
450,장민호 드라마 최종회,2022-01-24,"223,662,200","11,687",81,839,한국,전체관람가,공연,,
451,만분의 일초,2023-11-15,"88,028,606","11,583",74,924,한국,12세이상관람가,"액션,드라마,스릴러",김성환,"주종혁,문진승,장준휘,김용석,최민철,이주연,박지아,조유신,전진기,오자훈,최웅희,홍택근,최선중"
451,토르: 마법 검의 전설,2022-05-04,"90,551,300","11,583",201,924,독일,전체관람가,"애니메이션,판타지,액션,어드벤처",,
453,꼬마돼지 베이브의 바다 대모험,2023-03-23,"97,864,844","11,540",319,"1,464",중국,전체관람가,"애니메이션,어드벤처,가족",종위,
455,실종,2022-06-15,"105,445,000","11,464",67,"1,063",일본,청소년관람불가,스릴러,,"이토 아오이,사토 지로,시미즈 히로야"
456,더 컨트랙터,2022-04-28,"90,330,780","11,365",161,"1,266",미국,15세이상관람가,"액션,스릴러",타릭 살레,"크리스 파인,벤 포스터,키퍼 서덜랜드,길리언 제이콥스"
457,나를 만나는 길,2022-05-12,"103,955,100","11,413",53,967,영국,전체관람가,다큐멘터리,"마크 J. 프란시스,맥스 퍼그",베네딕트 컴버배치
458,엑스칼리버 더 뮤지컬 다큐멘터리: 도겸의 찬란한 여정,2022-10-05,"261,746,000","11,305",31,295,한국,전체관람가,공연,오윤동,
459,녹턴,2022-08-18,"80,398,100","11,568",54,664,한국,12세이상관람가,다큐멘터리,정관조,"은성호,은건기,손민서"
462,프리! 더 파이널 스트로크 전편,2022-01-20,"109,874,477","13,161",73,"1,578",일본,전체관람가,애니메이션,카와나미 에이사쿠,"시마자키 노부나가,스즈키 타츠히사,미야노 마모루,우치야마 코우키"
463,오! 마이 고스트,2022-09-15,"87,894,391","11,124",283,"1,876",한국,15세이상관람가,"코미디,공포(호러)",홍태선,"정진운,안서현,이주연,강성필,정태우,전수진,지대한,김누리,김가애,이자은,문종일,이푸름,최환이,송혁조,이상철,알렉스,이성은,조유진,왕호,최은지,김차이,송혁조,이준호,이승원,심예진,홍선기,김경주,백주은,권도영,이채린,박준희,이화진,한지영,김재인,노하연,이유주,김선구,허태경,이운학,김현성,유상재"
464,모어,2022-06-23,"93,655,900","11,358",54,"1,174",한국,15세이상관람가,다큐멘터리,이일하,"예브게니 슈테판,존 카메론 밋첼,모지민"
465,시간을 꿈꾸는 소녀,2023-01-11,"85,744,894","11,041",77,957,한국,12세이상관람가,다큐멘터리,박혁지,"권수진,이경원,조경아"
466,로보카폴리 안전교실 교통편,2022-09-19,"65,975,000","10,985",16,206,한국,전체관람가,애니메이션,엄준영,"엄상현,박선영"
467,비닐하우스,2023-07-26,"91,622,476","10,928",78,"1,154",한국,15세이상관람가,범죄,이솔희,"김서형,양재성,신연숙,원미원,안소요,정종준,남연우,정진각,황정민,신미영,박옥출,안원진,조용진,고성완,조승구,최병윤"
468,시수,2023-10-25,"94,598,662","10,902",175,"1,575",기타,청소년관람불가,,얄마리 헬렌더,
469,기적을 믿는 소녀,2023-07-05,"101,505,300","10,793",76,497,미국,전체관람가,"드라마,가족",리처드 코렐,"미라 소르비노,케빈 소르보,피터 코요테,오스틴 존슨"
470,풍재기시,2023-07-05,"95,329,881","10,738",174,"1,290",홍콩,15세이상관람가,"범죄,드라마",옹자광,"양조위,곽부성"
471,소설가의 영화,2022-04-21,"97,465,570","10,698",66,"1,832",한국,12세이상관람가,드라마,홍상수,"이혜영,김민희,서영화,박미소,권해효,조윤희,하성국,기주봉,이은미,김시하"
472,토리와 로키타,2023-05-10,"102,365,768","10,631",48,"1,060",벨기에,15세이상관람가,드라마,"장 피에르 다르덴,뤽 다르덴","파블로 실스,졸리 음분두"
473,성스러운 거미,2023-02-08,"99,974,542","10,614",56,"1,021",덴마크,청소년관람불가,"범죄,스릴러",알리 아바시,"자흐라 아미르 에브라히미,메흐디 바제스타니"
474,트윈,2023-02-08,"92,120,242","10,576",168,"1,385",핀란드,15세이상관람가,공포(호러),타넬리 무스토넨,"테레사 팔머,스티브 크리,트리스탄 루게리"
475,풀타임,2022-08-18,"97,914,698","10,572",59,"1,004",프랑스,전체관람가,"드라마,스릴러",,로르 칼라미
476,킴스 비디오,2023-09-27,"97,113,968","10,569",39,925,미국,12세이상관람가,다큐멘터리,,김용만
477,나의 올드 오크,2024-01-17,"99,654,748","10,560",83,599,아일랜드,15세이상관람가,드라마,켄 로치,"데이브 터너,에블라 마리"
478,항구의 니쿠코짱!,2023-04-27,"86,400,889","10,539",123,885,일본,전체관람가,애니메이션,와타나베 아유무,"오타케 시노부,하나에 나츠키"
479,비긴 어게인,2014-08-13,"95,625,290","3,480,504",61,461,미국,15세이상관람가,멜로/로맨스,존 카니,"키이라 나이틀리,마크 러팔로,애덤 리바인,헤일리 스테인펠드,제임스 코든,캐서린 키너"
480,킹 리차드,2022-03-24,"103,250,100","10,504",156,"2,234",미국,12세이상관람가,"가족,드라마",레이날도 마르쿠스 그린,"윌 스미스,언자누 엘리스,사니야 시드니,데미 싱글턴,존 번탈,토니 골드윈,앤디 빈,케빈 던,크레이그 테이트"
481,멘,2022-07-13,"95,589,560","10,474",96,"1,128",미국,청소년관람불가,"드라마,공포(호러),SF",알렉스 가랜드,"제시 버클리,로리 키니어"
482,나의 피투성이 연인,2023-11-15,"81,521,347","10,274",45,625,한국,12세이상관람가,드라마,유지영,"한해인,이한주,오만석,강신철,전아희,김현진,박가영,박미현,최희진,김판겸,유은진,장종호,송은지,이세령,이상환,고유준,박지수,변운섭,김수청,권민령,형슬우,김홍국"
484,귀멸의 칼날: 장구저택 편,2022-09-15,"100,213,500","10,205",100,"1,276",일본,15세이상관람가,애니메이션,소토자키 하루오,"하나에 나츠키,키토 아카리,시모노 히로,마츠오카 요시츠구"
485,위대한 침묵,2022-06-29,"94,328,670","10,098",48,607,한국,12세이상관람가,다큐멘터리,송상민,
486,두 사람을 위한 식탁,2023-10-25,"75,193,656","10,061",37,690,한국,12세이상관람가,다큐멘터리,김보람,"박채영,박상옥"
487,극장판 시그널,2022-03-31,"61,115,200","10,041",90,"1,148",일본,12세이상관람가,"드라마,범죄",하시모토 하지메,"사카구치 켄타로,키타무라 카즈키"
489,"뮤지컬 공연실황, 알쏭달쏭 캐치! 티니핑",2023-05-03,"117,266,600","9,982",64,552,한국,전체관람가,"공연,뮤지컬","홍승희,신승환",
490,노 엑시트,2023-12-13,"82,670,789","9,921",118,905,미국,청소년관람불가,"공포(호러),스릴러",프랑스 칼포운,
491,캐릭터,2022-10-19,"77,245,700","9,833",126,"1,554",일본,15세이상관람가,스릴러,나가이 아키라,"스다 마사키,후카세,오구리 슌,나카무라 시도,타카하타 미츠키"
492,매스,2022-05-18,"90,544,300","9,830",68,"1,073",미국,12세이상관람가,드라마,프란 크랜즈,"앤 도드,마샤 플림튼,제이슨 아이삭스,리드 버니"
493,그 여름,2023-06-07,"91,612,847","9,802",93,"1,200",한국,12세이상관람가,"애니메이션,드라마,멜로/로맨스",한지원,"윤아영,송하림"
494,코르사주,2022-12-21,"91,065,596","9,739",46,935,프랑스,15세이상관람가,드라마,,빅키 크리엡스
495,미시즈 해리스 파리에 가다,2022-11-02,"89,715,400","9,738",144,"1,739",미국,12세이상관람가,"드라마,코미디,멜로/로맨스",안소니 파비안,"레슬리 맨빌,이자벨 위페르,제이슨 아이삭스"
496,9명의 번역가,2022-09-14,"99,855,408","9,553",99,"1,303",프랑스,15세이상관람가,"미스터리,스릴러",레지스 르왕사르,"올가 쿠릴렌코,램버트 윌슨,리카르도 스카마르치오,시드 바벳 크누센"
497,"1986 그 여름, 그리고 고등어통조림",2023-07-05,"78,671,500","9,498",111,"1,486",일본,12세이상관람가,"드라마,가족,코미디",,"반카 이치로,하라다 코노스케,쿠사나기 츠요시,오노 마치코,타케하라 피스톨,후쿠치 모모코,하치무라 린타로,카야시마 미즈키,칸지야 시호리,이와마츠 료"
498,패러렐 마더스,2022-03-31,"87,552,800","9,477",88,"1,317",스페인,15세이상관람가,"멜로/로맨스,스릴러",페드로 알모도바르,"페넬로페 크루즈,밀레나 스밋,로시 드 팔마,아이타나 산체스-기욘"
499,"굿 럭 투 유, 리오 그랜드",2022-08-11,"91,674,216","9,447",46,856,영국,청소년관람불가,"코미디,드라마",소피 하이드,엠마 톰슨
500,내 친한 친구의 아침식사,2022-11-10,"71,845,900","9,319",140,"1,388",대만,12세이상관람가,멜로/로맨스,두정철,"에릭 추,이목,송백위,하사정"
