movieId,movieTitle,movieRelease,revenue,audience,screen,screening ,movieNation,movieGrade,movieGenre,movieDirector,movieActors
4864,필름스타 인 리버풀,2018-10-25,"174,000","9,211",1,2,영국,15세이상관람가,"드라마,멜로/로맨스",폴 맥기건,"아네트 베닝,제이미 벨,줄리 월터스,바네사 레드그레이브,스티븐 그레이엄"
4897,개인레슨,2022-05-26,"27,000",18,5,18,영국,청소년관람불가,스릴러,안톤 시규르드손,
4897,뉴욕 라이브러리에서,2018-10-11,"131,000","5,764",1,1,미국,전체관람가,다큐멘터리,프레데릭 와이즈만,"리처드 도킨스,엘비스 코스텔로,패티 스미스"
4897,대니 콜린스,2015-09-30,"216,000","56,650",2,4,미국,15세이상관람가,드라마,댄 포겔맨,"알 파치노,아네트 베닝,제니퍼 가너,바비 카나베일,크리스토퍼 플러머"
4897,레인보우: 나의 사랑,2019-01-03,"216,000","1,926",1,1,이탈리아,12세이상관람가,"멜로/로맨스,드라마",파올로 타비아니,"루카 마리넬리,로렌조 리첼미,발렌티나 벨레,안나 페루조"
4897,미드 90,2019-09-25,"153,000","20,500",2,7,미국,청소년관람불가,드라마,조나 힐,"서니 설직,캐서린 워터스턴,루카스 헤지스"
4897,미스터 스마일,2018-12-27,"109,000","22,435",1,3,미국,15세이상관람가,"드라마,멜로/로맨스",데이빗 로워리,"로버트 레드포드,케이시 애플렉,씨씨 스페이식,대니 글로버,톰 웨이츠,티카 섬터,엘리자베스 모스"
4897,버블 패밀리,2018-12-20,"129,000","1,872",1,2,한국,전체관람가,"다큐멘터리,가족",마민지,"노해숙,마풍락,마민지"
4897,보라,2011-11-24,"92,000",407,1,2,한국,전체관람가,다큐멘터리,이강현,
4897,써니 감독판,2011-07-28,"108,000","90,594",1,1,한국,청소년관람불가,"드라마,코미디",강형철,"고수희,김민영,김선경,심은경,진희경,홍진희,민효린,김보미,이연경,강소라,박진주,남보라,유호정"
4897,애프터 체르노빌,2022-06-09,"27,000",18,5,18,러시아,15세이상관람가,"스릴러,미스터리",,
4897,어서오시게스트하우스,2020-08-13,"57,500","3,810",1,2,한국,15세이상관람가,"드라마,코미디",심요한,"이학주,박선영,신민재,신재훈,김범진,김윤지,김주헌,임지형,이지수,문동혁,김진희,김민영,윤현정,윤혜성,장성우,주기운,김동민,차현석,이종현,변준범,이진혁,유준혁,김시원,김민준,김하민,우채성,신윤성,전정환,오자영,최광렬,서석준,김성국,최훈민,석혜린,서유진,박상기,박종현,조서진,홍선영,이동렬,김경윤,김원봉,박종인,박준호,연제광,조경호,홍성현,최지혜,김경수,이광용,이광용,허민행,진영찬,손종학,윤아름,곽성태,박상우,김기찬,송창훈,인혜숙,이승철"
4897,카페 느와르,2010-12-30,"162,000","7,550",1,1,한국,청소년관람불가,"드라마,멜로/로맨스",정성일,"신하균,문정희,김혜나,정유미,이성민,요조,정인선,정희진,조민정,박종은,박지혜,박하연,하유미,박희원,이목원,이상윤,김태훈,박미령,임광철,정수정,최용진,김주미,하은설,김영필,이용녀,김봉수,곽수정"
4897,피넛 버터 팔콘,2021-04-07,"55,500","6,144",1,2,미국,12세이상관람가,드라마,"타일러 닐슨,마이클 슈왈츠","샤이아 라보프,다코타 존슨,잭 고츠아전"
4937,달빛 길어올리기,2011-03-17,"72,000","57,278",1,2,한국,15세이상관람가,드라마,임권택,"박중훈,강수연,예지원,김동호,송길한,김명은,최영재,윤태호,권현상,성지훈,조현진,서정민,민병록,이병관,박민희,전영준,최승연,김춘호,최유리,이경주,박길수,김병춘,권태원,김기천"
4937,신 테니스의 왕자 효테이 vs 릿카이 : 게임 오브 퓨처 전편,2021-03-24,"102,000","1,119",1,2,일본,전체관람가,애니메이션,카와구치 케이이치로,"스와베 준이치,호시 소이치로,나미카와 다이스케,이와사키 마사미,나가이 사치코,츠다 에이스케,타카하시 나오즈미,모리쿠보 쇼타로"
4937,신 테니스의 왕자 효테이 vs 릿카이 : 게임 오브 퓨처 후편,2021-06-09,"102,000",385,1,2,일본,전체관람가,"애니메이션,액션",카와구치 케이이치로,"스와베 준이치,호시 소이치로,나미카와 다이스케,이와사키 마사미,나가이 사치코,츠다 에이스케,타카하시 나오즈미,모리쿠보 쇼타로"
4937,여배우는 오늘도,2017-09-14,"87,500","17,108",1,3,한국,15세이상관람가,"드라마,코미디",문소리,"문소리,성병숙,윤상화,전여빈,이승훈,이정은,이정현,김래원,오민애,이승연"
4937,온다,2020-03-26,"111,117","5,701",2,11,일본,15세이상관람가,공포(호러),나카시마 테츠야,"오카다 준이치,쿠로키 하루,고마츠 나나,마츠 다카코,츠마부키 사토시"
4937,피가로의 결혼,2020-05-01,"112,000",794,1,2,이탈리아,12세이상관람가,공연,그레이엄 빅,
4937,피드백,2022-01-05,"19,000","3,282",5,18,스페인,청소년관람불가,"공포(호러),스릴러",,"에디 마산,이바나 바쿠에로"
4974,라스트 씬,2019-12-12,"80,000",490,1,2,한국,전체관람가,다큐멘터리,박배일,"정진아,김형운,성호준,이현아,김도란,김슬기,김소정,권정삼,박광수,백진이,이상우,이세린,김현수,김형수,변영주,안정숙,안재훈,송은지,조영각,지용석"
4974,모딜리아니,2023-10-19,"100,000",16,1,1,미국,15세이상관람가,드라마,믹 데이비스,"앤디 가르시아,엘자 질버스타인,이폴리트 지라르도,오미드 다릴리"
4974,미드웨이,2019-12-31,"138,099","959,247",1,7,미국,15세이상관람가,"액션,드라마",롤랜드 에머리히,"에드 스크레인,패트릭 윌슨,우디 해럴슨,루크 에반스,아사노 타다노부,닉 조나스"
4974,블루 발렌타인,2012-05-31,"192,000","16,432",1,1,미국,청소년관람불가,"드라마,멜로/로맨스",데릭 시엔프랜스,"라이언 고슬링,미쉘 윌리엄스"
4974,애프터,2019-08-22,"154,000","59,011",1,3,미국,15세이상관람가,"드라마,멜로/로맨스",제니 게이지,"히어로 파인즈 티핀,조세핀 랭포드,셀마 블레어,제니퍼 빌즈,피터 갤러거,피아 미아"
4974,올 더 머니,2018-02-01,"151,000","70,326",1,2,미국,15세이상관람가,"범죄,드라마,미스터리,스릴러",리들리 스콧,"미쉘 윌리엄스,크리스토퍼 플러머,마크 월버그,스테이시 마틴"
4974,웰컴 투 X-월드,2020-10-29,"75,500","2,300",2,8,한국,전체관람가,다큐멘터리,한태의,"최미경,한흥만,한태의,이성례,최미례,한병옥,기유라,한정순,한화자,정동재"
4974,카메라를 멈추면 안 돼!,2018-08-23,"148,000","20,929",1,1,일본,15세이상관람가,"공포(호러),코미디",우에다 신이치로,"하마츠 타카유키,아키야마 유즈키,나가야 카즈아키,슈하마 하루미,마오"
4974,토스카,2020-12-01,"106,000",917,1,3,이탈리아,12세이상관람가,공연,,"안나 네트렙코,프란체스코 멜리"
5034,"그 시절, 너의 뒤를 쫓았다",2021-06-16,"101,500",272,3,11,일본,12세이상관람가,"드라마,멜로/로맨스",하세가와 야스오,마츠모토 호노카
5034,드라이브,2011-11-17,"180,000","34,457",1,3,미국,청소년관람불가,"액션,멜로/로맨스",니콜라스 윈딩 레픈,"라이언 고슬링,캐리 뮬리건"
5034,부러진 화살,2012-01-18,"135,000","3,460,227",1,2,한국,15세이상관람가,드라마,정지영,"안성기,박원상,나영희,김지호,이승훈,이춘연,이홍표,임태연,장길수,장현남,전윤희,조세래,조완기,조유미,최린,최필선,한현근,허웅,이미화,김지연,이익태,이제희,이지석,배연태,백성기,신종훈,오대환,정원중,조동인,김준배,조덕제,박길수,한기중,이제희,김응수,한사명,이정민"
5034,우먼 인 할리우드,2019-10-31,"69,500","9,920",1,2,미국,전체관람가,다큐멘터리,톰 도나휴,"지나 데이비스,메릴 스트립,나탈리 포트만,클로이 모레츠,케이트 블란쳇,리즈 위더스푼,산드라 오,제시카 차스테인"
5034,족구왕,2014-08-21,"90,000","47,624",1,1,한국,15세이상관람가,"코미디,멜로/로맨스,드라마",우문기,"안재홍,황승언,강봉성,박준식,배성윤,이환희,장민상,진태철,고봉곤,권오광,김선간,김승필,김영강,김주호,배유람,황미영,박호산,이세랑,강태우,심희섭,한지혜,한사명,임영우,곽민규,박근철"
5034,페인 앤 글로리,2020-02-05,"50,000","30,630",1,3,스페인,청소년관람불가,드라마,페드로 알모도바르,"페넬로페 크루즈,안토니오 반데라스"
5034,휴고,2012-02-29,"142,000","60,576",1,2,미국,전체관람가,가족,마틴 스코세이지,"에이사 버터필드,클로이 모레츠"
5067,논-픽션,2019-05-16,"132,000","8,731",1,1,프랑스,15세이상관람가,드라마,올리비에 아사야스,"줄리엣 비노쉬,기욤 까네,빈센트 맥케인,노라 함자위,크리스타 테렛"
5067,말하는 건축 시티:홀,2013-10-24,"126,000","5,782",1,3,한국,전체관람가,다큐멘터리,정재은,"유걸,이필훈,최선우,최영길,최희준"
5067,밀크,2010-02-25,"140,000","13,289",1,1,미국,15세이상관람가,드라마,구스 반 산트,"숀 펜,조슈 브롤린,에밀 허쉬"
5067,일 트로바토레 잘츠부르크 페스티벌,2015-07-25,"168,000","1,687",2,4,독일,전체관람가,공연,다니엘레 가티,안나 네트렙코
5067,작은연못,2022-11-17,"140,000",14,1,4,한국,전체관람가,다큐멘터리,"민경복,김승현","이정주,민경복,김승현"
5067,"좋아해, 너를",2017-09-14,"140,000","31,367",1,1,일본,12세이상관람가,"드라마,멜로/로맨스",이마이즈미 리키야,
5067,플라워,2017-04-06,"112,000",446,1,3,스페인,12세이상관람가,드라마,"욘 가라뇨,호세 마리 고에나가",
5067,피나 바우쉬의 댄싱 드림즈,2011-01-20,"114,000","6,253",1,2,독일,12세이상관람가,다큐멘터리,"라이너 호프만,안네 린셀",피나 보쉬
5067,헤로니모,2019-11-21,"84,000","16,097",1,1,한국,전체관람가,다큐멘터리,전후석,"헤로니모,전후석"
5117,"1991, 봄",2018-10-31,"99,000","6,119",1,1,한국,12세이상관람가,다큐멘터리,권경원,"강기훈,김규환,김미진,김지연,김진숙,이서연,이서연,이수빈,이지혜,이채훈,이한솔,최은희"
5117,더 헌트,2013-01-24,"39,300","37,021",1,1,덴마크,15세이상관람가,드라마,토마스 빈터베르그,"매즈 미켈슨,토마스 보 라센,알렉산드라 라파포르,앤 루이스 하싱"
5117,더스트맨,2021-04-07,"60,000","3,809",1,1,한국,12세이상관람가,드라마,김나경,"우지현,심달기,강길우,민경진,성령,전운종,곽민준,송철호,최광원,한상철,나종민,설재근,김현회,도영운,한동희,마정필,정남,오지영,이병수,손윤한,이명환,김동형,장정주,김해나,정애화,조경미,서호석,이진무,권정연,김문찬,오원준,손효승,허성우,이민영,최원,최진혁,서영희,석예인,김선문,주가영,문지혜,김준우,이광훈,이호준,이수현,엄선우,이강해,김선경,황정남,석예린"
5117,돈 워리,2019-07-25,"128,000","15,762",1,6,미국,15세이상관람가,드라마,구스 반 산트,"호아킨 피닉스,조나 힐,루니 마라,잭 블랙"
5117,디어스킨,2020-01-01,"117,000","3,140",1,1,프랑스,청소년관람불가,스릴러,,"장 뒤자르댕,아델 에넬"
5117,라 당스,2013-08-22,"117,000","7,496",1,1,프랑스,전체관람가,다큐멘터리,프레데릭 와이즈만,"에밀리 코제트,오렐리 뒤퐁"
5117,립반윙클의 신부,2016-09-28,"114,000","19,443",1,3,일본,15세이상관람가,"드라마,멜로/로맨스",이와이 슌지,"쿠로키 하루,아야노 고"
5117,막다른 골목의 추억,2019-04-04,"65,000","3,543",1,1,한국,12세이상관람가,멜로/로맨스,최현영,"최수영,타나카 슌스케,안보현,동현배,배누리,이정민,히라타 카오루,유경,이정민"
5117,메이드 인 루프탑,2021-06-23,"130,000","5,952",1,1,한국,15세이상관람가,"드라마,멜로/로맨스,코미디",김조광수,"이홍내,정휘,곽민규,염문경,강정우,남문철,박선미,민재경,최홍준,이연준,정지민,최원규,정재식,임호선,이정은,최현욱,안영화"
5117,별을 쫓는 아이,2011-08-25,"128,000","64,408",1,5,일본,전체관람가,애니메이션,신카이 마코토,
5117,빛나는,2017-11-23,"13,000","5,551",1,1,일본,12세이상관람가,"멜로/로맨스,드라마",가와세 나오미,"나가세 마사토시,미사키 아야메"
5117,스쿨 오브 락(樂),2021-05-13,"104,000",582,1,1,한국,전체관람가,다큐멘터리,강호준,방승호
5117,"스탠바이, 웬디",2018-05-30,"117,000","47,505",1,1,미국,전체관람가,드라마,벤 루윈,"다코타 패닝,토니 콜렛,앨리스 이브,토니 레볼로리"
5117,"우리, 둘",2021-07-28,"130,000","6,468",1,1,프랑스,12세이상관람가,"드라마,멜로/로맨스",,"바바라 수코바,레아 드루케,마틴 슈발리에"
5117,우리를 갈라놓는 것들,2019-11-28,"55,000","2,104",1,1,한국,12세이상관람가,다큐멘터리,임흥순,"윤수련,강나라,박세현,정정화,김동일,고계연,김선현,김자동,김선현,고이삼,김수연,오쌍금,김군자,임성임,김영승,김영승,김창후,김명규,고인,서순실,이미연,김수민,한송화,김시완,김선구,김시완,박제현,양지상,현대영,고명준,이정호,이상연,임성훈,부경휘,양기석,강준수,김재휘,문다슬,고상무,송민혁,김범준,박종호,최혜영,조아해,한새미,이진선,서효담,진혜영,황희정,황호경,홍해지,김유겸,동큰산,이화진,정재환,한정인,주창하,이민희,오서연,현준영,조민경,김동수,김선구,윤해리,원성연,박금순,고홍자,김정륙,온기주,여단,방마리아,김정숙,장공익,김석중,이태호,임복현,이복순,김기강,윤수련,강나라,박세현,이승철"
5117,카르미나 그리고 아멘,2016-10-27,"104,000",14,1,3,스페인,15세이상관람가,코미디,파코 레온,
5165,글래디에이터 썬더,2022-01-05,"12,000",45,2,12,스페인,15세이상관람가,액션,안토니오 헤르난데즈,"세르지오 페리스-멘체타,나타샤 야로벤코"
5165,누에치던 방,2018-01-31,"60,000","2,714",1,1,한국,15세이상관람가,드라마,이완민,"이상희,홍승이,김새벽,이선호,임형국,최진혁,정원,김승현,이주영,윤효진,이동호,이선미,이세진,이수연,이소원,이승훈,이정은,이지윤,김지원,김진구,윤종석,임수현,장일선,전지혜,박종범,정자영,채형식,최동민,최수영,김나현,김경희,최진혁,최태현,최효빈,황지선,김성환,김수정,김연수,김예슬,김병석,김동준,조성훈,최교식"
5165,러브 앤 머시,2015-07-30,"114,000","27,303",1,3,미국,15세이상관람가,드라마,빌 포래드,"존 쿠삭,폴 다노,엘리자베스 뱅크스,폴 지아마티"
5165,비커밍 아스트리드,2021-05-12,"84,000","3,731",1,1,기타,15세이상관람가,드라마,퍼닐 피셔 크리스텐센,"알바 어거스트,마리아 보네비에,트린 디어홈,매그너스 크레퍼,헨릭 라파엘센"
5165,셜리에 관한 모든 것,2013-12-26,"87,000","6,407",1,5,오스트리아,15세이상관람가,드라마,구스타프 도이치,"스테파니 커밍,크리스토프 배치"
5165,인천스텔라,2021-03-25,"84,000","3,780",1,2,한국,12세이상관람가,"SF,가족,멜로/로맨스",백승기,"손이용,강소연,정광우,권수진,박채은,조근직,서현민,신예주,변동욱,김태연,민지혁,김예림,이태린,박도연,권동원,박은혜,탁재형,송진석,이지규,주용욱,백승기"
5165,춘몽,2016-10-13,"44,300","14,756",1,2,한국,15세이상관람가,드라마,장률,"한예리,양익준,박정범,윤종빈,신민아,유연석,김의성,조달환,이재환,임해준,장우진,백종관,백주은,양영민,정석휘,정재필,조달환,오세현,오재은,윤상일,이관훈,이서,조현정,노슬기,이주영,김태훈,백현진"
5165,트립 투 그리스,2021-07-08,"116,000","5,348",1,2,영국,15세이상관람가,"코미디,드라마",마이클 윈터바텀,"스티브 쿠건,롭 브라이든"
5165,트립 투 잉글랜드,2015-11-26,"144,000","4,412",1,2,영국,15세이상관람가,"코미디,드라마",마이클 윈터바텀,"스티브 쿠건,롭 브라이든"
5165,함께 있을 수 있다면,2020-12-24,"81,000","2,065",1,4,프랑스,12세이상관람가,"멜로/로맨스,드라마",끌로드 베리,"오드리 토투,기욤 까네,로랑 스토커"
5165,휘트니,2018-08-23,"144,000","22,104",1,1,미국,15세이상관람가,"드라마,다큐멘터리",케빈 맥도널드,"휘트니 휴스턴,케빈 코스트너"
5205,거룩한 분노,2018-06-28,"33,500","4,536",1,1,스위스,12세이상관람가,드라마,페트라 볼프,
5205,드림빌더,2021-02-10,"88,000","18,628",1,1,기타,전체관람가,"애니메이션,어드벤처,가족,판타지",,
5205,말하는 건축가,2012-03-08,"97,000","39,771",1,2,한국,전체관람가,다큐멘터리,정재은,"정기용,승효상,유걸"
5205,스페니쉬 어페어,2017-03-22,"86,000",12,1,3,스페인,15세이상관람가,"코미디,멜로/로맨스",에밀리오 마르티네즈 라자로,클라라 라고
5205,아무르,2012-12-19,"71,000","81,655",1,1,프랑스,15세이상관람가,드라마,미카엘 하네케,"장-루이 트린티냥,엠마누엘 리바,이자벨 위페르"
5205,아이 엠 브리딩,2019-12-19,"35,000","1,178",1,1,영국,12세이상관람가,다큐멘터리,"엠마 데이비,모라그 맥키넌","닐 플랫,루이즈 플랫,오스카 플랫,린 플랫"
5205,트립 투 이탈리아,2015-06-04,"126,000","21,614",1,3,영국,15세이상관람가,"코미디,드라마",마이클 윈터바텀,"스티브 쿠건,롭 브라이든"
5205,파리 오페라 발레단,2020-06-11,"88,000","1,816",1,2,프랑스,전체관람가,다큐멘터리,"티에리 데마이지에르,알반 테우를라이",
5205,피의 연대기,2018-01-18,"33,800","11,056",1,1,한국,12세이상관람가,다큐멘터리,김보람,"여경주,김보람,심이안,박현지,이슬기,이민지,이재명,김현아,정민주,김하원,김민주,김선형,김은지,김수진,김소희,오희정"
5205,할머니의 먼 집,2016-09-29,"55,000","4,807",1,2,한국,전체관람가,다큐멘터리,이소현,"박삼순,이소현,장춘옥,홍순영"
5269,그리고 우린 춤을 추었다,2020-11-25,"100,000","6,079",1,1,프랑스,15세이상관람가,드라마,레반 아킨,"레반 겔바키아니,바치 발리시빌리,아나 자바히슈빌리"
5269,김광석,2017-08-30,"80,000","98,936",1,2,한국,15세이상관람가,다큐멘터리,이상호,"김광석,이상호,신종민,안철호"
5269,단청낭자,2022-12-26,"50,000",10,1,1,중국,15세이상관람가,"판타지,액션,드라마",,
5269,라라걸,2020-04-15,"92,000","12,845",1,3,호주,전체관람가,드라마,레이첼 그리피스,"테레사 팔머,샘 닐,설리반 스탭플턴"
5269,마스터 클래스의 산책,2013-03-21,"60,000",232,1,1,한국,15세이상관람가,드라마,"이두용,박철수,정지영,이장호","김현,임백천,이경영,명계남,이호동,임요한,한현근,박성호,박승옥,박성현"
5269,모하비 다이아몬드,2023-08-24,"60,000",10,1,1,미국,15세이상관람가,"범죄,액션,스릴러",아시프 아크바르,
5269,물숨,2016-09-29,"31,500","7,666",1,2,한국,전체관람가,다큐멘터리,고희영,고희영
5269,불안한 외출,2015-12-10,"66,000","1,968",1,1,한국,15세이상관람가,다큐멘터리,김철민,
5269,블랙 데몬,2023-09-05,"60,000",10,1,1,미국,15세이상관람가,"스릴러,액션",애드리언 그런버그,조쉬 루카스
5269,삼총사,2023-08-25,"60,000",10,1,1,영국,12세이상관람가,액션,,벤 프리먼
5269,안티고네,2020-11-19,"65,000","10,256",1,1,캐나다,15세이상관람가,"드라마,범죄",소피 드라스프,"나에마 리치,안토니 데스로체,폴 듀셋"
5269,음양살수,2022-11-04,"50,000",10,1,1,중국,15세이상관람가,"액션,판타지",,
5269,인 디 아일,2018-11-22,"47,000","10,311",1,2,독일,15세이상관람가,드라마,토마스 스터버,"프란츠 로고스키,산드라 휠러"
5269,천년여우,2022-11-03,"50,000",10,1,1,중국,15세이상관람가,"스릴러,액션",,
5269,특공여전사,2022-12-26,"50,000",10,1,1,중국,15세이상관람가,액션,,
5269,파라다이스 시티,2024-01-18,"60,000",10,1,1,캐나다,15세이상관람가,"액션,스릴러",척 러셀,"존 트라볼타,브루스 윌리스"
5333,간호중,2021-12-02,"42,000","4,978",1,3,한국,15세이상관람가,SF,민규동,"이유영,예수정,염혜란,윤경호,오민애,리민,최지연,이동희,이미라,김주은,박규리,이재빈,조유진,민이솔,김진,김시영,박준호,문숙,이용녀,최병모,김선영,이설,천호진,김예나"
5333,데이빗 린치: 아트 라이프,2017-09-21,"53,000","1,360",1,2,미국,15세이상관람가,다큐멘터리,"존 구옌,릭 반즈,올리비아 니르고르-홀름",데이빗 린치
5333,리틀 포레스트 2: 겨울과 봄,2015-05-14,"90,000","10,667",1,1,일본,12세이상관람가,드라마,모리 준이치,"하시모토 아이,마츠오카 마유"
5333,미세스 하이드,2018-05-31,"56,000","3,034",1,4,프랑스,15세이상관람가,드라마,세르쥬 보종,"이자벨 위페르,로맹 뒤리스,호세 가르시아"
5333,미안해 사랑이라 불러서,2020-02-20,"72,000",20,1,3,스페인,15세이상관람가,멜로/로맨스,,
5333,사이드트랙크드,2017-02-12,"72,000",10,1,3,스페인,15세이상관람가,"드라마,코미디",알바로 페르난데즈 아메로,"인마 쿠에스타,라울 아레발로,칸델라 페냐"
5333,아워 미드나잇,2021-11-11,"69,000","3,655",1,1,한국,12세이상관람가,드라마,임정은,"이승훈,박서은,임영우,한해인,고관재,민효경,이정혁,이건우,정재윤,장근영,오규철,강석원,홍세은,권수진,정지영,김솔,서삼선,서연,이준희,임정은,최혁진,김수혁,김지혜,서연,오정석,전미연,최재영,한이한,현한비,이원영,권민표,김종재,박근영,서한솔,오정석,임승현,풍정현,김아름,문창준,이원영,김덕중,박세정,노경,장준혁,한우진,강송연,김덕중,안경훈,이준희,정유진,임윤비,이인범"
5333,연쇄살인마의 이중생활,2020-06-18,"72,000",16,1,3,스페인,15세이상관람가,"범죄,스릴러,드라마",,
5333,유어 아이즈 텔,2021-03-11,"55,000","3,384",1,4,일본,15세이상관람가,멜로/로맨스,미키 타카히로,"요시타카 유리코,요코하마 류세이"
5333,초행,2017-12-07,"45,000","7,602",1,2,한국,12세이상관람가,드라마,김대환,"김새벽,조현철,류제승"
5333,풀잎들,2018-10-25,"45,000","7,470",1,1,한국,15세이상관람가,드라마,홍상수,"김민희,정진영,기주봉,서영화,김새벽,안재홍,공민정,안선영,신석호,김명수,이유영,신석호,이유영,강태우,한재이"
5382,SAS: 레니게이드 인 런던,2023-08-10,"48,000",8,1,1,영국,청소년관람불가,"액션,스릴러,범죄",다니엘 지릴리,"닉 모란,이안 오길비,대니 트레조"
5382,갈매기,2021-07-28,"72,000","5,580",1,1,한국,15세이상관람가,드라마,김미조,"정애화,이상희,고서희,김가빈,김병춘,정창옥,박장용,유정혁,송광주,천화성,김태형,장세민,장진희,이은경,조하나,조다혜,강석원,김아리솔,고다은,소성섭,한우진,정영환,정우진,김희선,최성영,박정원,심범종,조현기"
5382,그녀의 가족은 잘못이 없어,2021-10-14,"48,000",30,1,1,한국,15세이상관람가,,김헌,"조주경,남태우,한승우,김모범,고연아,이송이,최재성,민재경"
5382,노트르담,2021-12-22,"50,000",803,1,4,프랑스,15세이상관람가,"드라마,멜로/로맨스,코미디",발레리 돈젤리,발레리 돈젤리
5382,대통령의 7시간,2019-11-14,"64,000","28,644",1,2,한국,12세이상관람가,다큐멘터리,이상호,
5382,더 벙커,2023-03-23,"48,000",8,1,1,영국,15세이상관람가,"액션,공포(호러)",닐 마샬,조나단 하워드
5382,데우스,2023-05-16,"48,000",8,1,1,영국,12세이상관람가,"어드벤처,미스터리,SF",,"클라우디아 블랙,데이비드 오하라"
5382,론 서바이버 : 아이 엠 리벤지,2023-09-14,"48,000",8,1,1,미국,청소년관람불가,액션,,
5382,백야,2012-11-15,"80,000","6,702",1,1,한국,청소년관람불가,멜로/로맨스,이송희일,"원태희,이이경,현성"
5382,법정스님의 의자,2011-05-12,"64,000","9,446",1,2,한국,전체관람가,다큐멘터리,임성구,최불암
5382,베일리 어게인,2018-11-22,"41,000","94,176",1,2,미국,전체관람가,"어드벤처,드라마,코미디",라세 할스트롬,"조시 게드,데니스 퀘이드,브릿 로버트슨"
5382,변신,2019-08-21,"40,000","1,804,120",1,3,한국,15세이상관람가,"공포(호러),스릴러",김홍선,"배성우,성동일,장영남,김혜준,조이현,김강훈,정윤하,남승화,고해정,김귀선,손종학,신민경,안소미,김민식,안영주,오대환,손정원,윤서연,김세희,고태영,이샘,장현석,조지현,윤혜영,이규복,지대한,권잎새,권지환,김이경,한성관,이한별,김태린,남예진,윤기창,이장원,윤화랑,이음,전미도,손인용,서인권,백성철,백윤식,화성,박서연"
5382,서유기:저팔계의 반란,2023-03-30,"48,000",8,1,1,중국,15세이상관람가,"판타지,액션",,
5382,스마일 어게인,2023-04-25,"48,000",8,1,1,아르헨티나,15세이상관람가,"액션,공포(호러)",,
5382,스마트폰을 떨어뜨렸을 뿐인데,2019-04-04,"46,000",422,1,1,일본,15세이상관람가,"스릴러,미스터리,드라마",나카타 히데오,"키타가와 케이코,타나카 케이,치바 유다이,나리타 료"
5382,아들의 이름으로,2021-05-12,"8,000","26,195",1,1,한국,12세이상관람가,"드라마,스릴러",이정국,"황순명,안성기,윤유선,박근형,이승호,이세은,김희찬,안순동,김현숙,김철,박영진,이희규,정보석,송영창,최윤슬,도재철"
5382,아워 바디,2019-09-26,"64,000","9,076",1,1,한국,15세이상관람가,드라마,한가람,"최희서,안지혜,김정영,이재인,노수산나,오동민,최준영,김사권,금새록,장준휘,김세정,임지형,김민엽,신미영,전두현,이나윤,김대중,하승연,이규현,김다희,박스테파니,유수민,나경진,차승한,심윤려,윤혜리,고원필,장미지,이승민,임찬상,진은영,강효원,안근호,양다희,박진수,박인선,박종현,전두현,이용규,김소희,김지은,안은표,장연주,정상헌,정인성,정인영,황다희,전민율,전지율,정상비,정재민,김대종,김성휘,김수지,김연진,노민철,배태준,신진아,안연제,이윤희,임재민,전경찬,최지선,하정은,홍이나,김진영,김하은,김지영,주동일,최다빈,고성광,김광직,노혜진,양상훈,이상덕,이진주,임정화,조은정,박수현,박지수,박호경,강호석,도지현,우수민,정혜선,이현수,정상헌,정지현,이규진,차승한,공시연,권오현,김주일,김진영,손지은,이현경,장미지,조은비,최우식,김동성,김진형,장미지,박선우,김영록,윤혜인,윤혜인,윤혜인,최이다"
5382,애니멀즈,2017-02-13,"62,000",9,1,3,스페인,15세이상관람가,"판타지,드라마,미스터리",마르살 포레스,"오리올 플라,오거스터스 프류,마틴 프리먼"
5382,업 포 러브,2016-12-21,"96,000","12,430",1,1,프랑스,15세이상관람가,"멜로/로맨스,코미디",로랑 티라르,"장 뒤자르댕,비르지니 에피라"
5382,업사이드 다운,2016-04-14,"43,000","4,034",1,1,한국,12세이상관람가,다큐멘터리,김동빈,박영우
5382,와일드 로즈,2019-10-17,"71,000","16,468",1,1,영국,15세이상관람가,드라마,톰 하퍼,"제시 버클리,줄리 월터스,소피 오코네도"
5382,위로공단,2015-08-13,"64,000","14,613",1,1,한국,15세이상관람가,다큐멘터리,임흥순,"강명자,김영미,김진숙,권수정,신순애,이성옥,장영선"
5382,이스케이프: 더블 타겟,2023-03-15,"48,000",8,1,1,미국,12세이상관람가,"액션,스릴러",쉐인 스탠리,매튜 로렌스
5382,지옥갱,2023-09-14,"48,000",8,1,1,미국,15세이상관람가,"전쟁,공포(호러),액션",애드리언 랭글리,
5382,채비,2017-11-09,"30,000","177,447",1,1,한국,12세이상관람가,드라마,조영준,"고두심,김성균,유선,박철민,김희정,신세경,마현,박세준,박소연,박소정,박지윤,송국진,양태열,유지연,한지호,이태규,김남언,장문규,김정환,현봉식,김영재,박성연,어성욱,박혜영,박재한"
5382,포트리스2 : 스나이퍼 아이,2023-06-15,"48,000",8,1,1,미국,15세이상관람가,액션,조쉬 스턴펠드,"브루스 윌리스,제시 멧칼피"
5451,그 후,2017-07-06,"35,000","18,674",1,2,한국,청소년관람불가,드라마,홍상수,"권해효,김민희,김새벽,강태우,박예주"
5451,발레리안: 천 개 행성의 도시,2017-08-30,"62,000","512,874",1,1,프랑스,12세이상관람가,"액션,어드벤처,SF",뤽 베송,"데인 드한,카라 델러비인,리한나,클라이브 오웬"
